"","iso2c","year","country","RR_Independence","RR_CurrencyCrisis","RR_InflationCrisis","RR_StockMarketCrash","RR_SovDebtCrisisDom","RR_SovDebtCrisisExt","RR_BankingCrisis","RR_YearlyCrisisTally","LV2012.Fiscal","Keefer2007.Fiscal","Honohan2003.Fiscal","HonohanCrisisOngoing","ongoingLV","polity2"
"1542","CH",2008,"Switzerland","1","0","0","1","0","0","1","2",1.1,NA,NA,0,1,10
"1543","CH",2009,"Switzerland","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,10
"1544","CH",2010,"Switzerland","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"1545","CI",1960,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1546","CI",1961,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1547","CI",1962,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1548","CI",1963,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1549","CI",1964,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1550","CI",1965,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1551","CI",1966,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1552","CI",1967,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1553","CI",1968,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1554","CI",1969,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1555","CI",1970,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1556","CI",1971,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1557","CI",1972,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1558","CI",1973,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1559","CI",1974,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1560","CI",1975,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1561","CI",1976,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1562","CI",1977,"Cote D'Ivoire","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-9
"1563","CI",1978,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1564","CI",1979,"Cote D'Ivoire","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-9
"1565","CI",1980,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1566","CI",1981,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1567","CI",1982,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"1568","CI",1983,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-9
"1569","CI",1984,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-9
"1570","CI",1985,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-9
"1571","CI",1986,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-9
"1572","CI",1987,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-9
"1573","CI",1988,"Cote D'Ivoire","1","0","0",NA,"0","1","1","2",25,25,25,0,0,-9
"1574","CI",1989,"Cote D'Ivoire","1","0","0",NA,"0","1","1","2",NA,NA,NA,NA,NA,-9
"1575","CI",1990,"Cote D'Ivoire","1","0","0",NA,"0","1","1","2",NA,NA,NA,NA,NA,-7
"1576","CI",1991,"Cote D'Ivoire","1","0","0",NA,"0","1","1","2",NA,NA,NA,NA,NA,-7
"1577","CI",1992,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-7
"1578","CI",1993,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-7
"1579","CI",1994,"Cote D'Ivoire","1","1","1",NA,"0","1","0","3",NA,NA,NA,NA,NA,-6
"1580","CI",1995,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-6
"1581","CI",1996,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-6
"1582","CI",1997,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-6
"1583","CI",1998,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-6
"1584","CI",1999,"Cote D'Ivoire","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-1
"1585","CI",2000,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,4
"1586","CI",2001,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,4
"1587","CI",2002,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1588","CI",2003,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1589","CI",2004,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1590","CI",2005,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1591","CI",2006,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1592","CI",2007,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1593","CI",2008,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1594","CI",2009,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1595","CI",2010,"Cote D'Ivoire","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,0
"1596","CL",1818,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1597","CL",1819,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1598","CL",1820,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1599","CL",1821,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1600","CL",1822,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1601","CL",1823,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1602","CL",1824,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1603","CL",1825,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1604","CL",1826,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1605","CL",1827,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1606","CL",1828,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1607","CL",1829,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1608","CL",1830,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1609","CL",1831,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1610","CL",1832,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1611","CL",1833,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1612","CL",1834,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1613","CL",1835,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1614","CL",1836,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1615","CL",1837,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1616","CL",1838,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1617","CL",1839,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1618","CL",1840,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1619","CL",1841,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1620","CL",1842,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"1621","CL",1843,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1622","CL",1844,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1623","CL",1845,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1624","CL",1846,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1625","CL",1847,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1626","CL",1848,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1627","CL",1849,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1628","CL",1850,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-5
"1629","CL",1851,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1630","CL",1852,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1631","CL",1853,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1632","CL",1854,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1633","CL",1855,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1634","CL",1856,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1635","CL",1857,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1636","CL",1858,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1637","CL",1859,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1638","CL",1860,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1639","CL",1861,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1640","CL",1862,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1641","CL",1863,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1642","CL",1864,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1643","CL",1865,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1644","CL",1866,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1645","CL",1867,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1646","CL",1868,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1647","CL",1869,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1648","CL",1870,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1649","CL",1871,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1650","CL",1872,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1651","CL",1873,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,0
"1652","CL",1874,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1653","CL",1875,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1654","CL",1876,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1655","CL",1877,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1656","CL",1878,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1657","CL",1879,"Chile","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,3
"1658","CL",1880,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,3
"1659","CL",1881,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,3
"1660","CL",1882,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,3
"1661","CL",1883,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,3
"1662","CL",1884,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1663","CL",1885,"Chile","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,3
"1664","CL",1886,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1665","CL",1887,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1666","CL",1888,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,5
"1667","CL",1889,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,5
"1668","CL",1890,"Chile","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,5
"1669","CL",1891,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,3
"1670","CL",1892,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1671","CL",1893,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,3
"1672","CL",1894,"Chile","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,3
"1673","CL",1895,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1674","CL",1896,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1675","CL",1897,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1676","CL",1898,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1677","CL",1899,"Chile","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,3
"1678","CL",1900,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1679","CL",1901,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1680","CL",1902,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1681","CL",1903,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1682","CL",1904,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1683","CL",1905,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1684","CL",1906,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1685","CL",1907,"Chile","1","0","0","1","0","0","1","2",NA,NA,NA,NA,NA,3
"1686","CL",1908,"Chile","1","1","1","1","0","0","1","4",NA,NA,NA,NA,NA,3
"1687","CL",1909,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1688","CL",1910,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1689","CL",1911,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1690","CL",1912,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1691","CL",1913,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1692","CL",1914,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1693","CL",1915,"Chile","1","0","0","1","0","0","1","2",NA,NA,NA,NA,NA,3
"1694","CL",1916,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1695","CL",1917,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1696","CL",1918,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"1697","CL",1919,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,3
"1698","CL",1920,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1699","CL",1921,"Chile","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,3
"1700","CL",1922,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1701","CL",1923,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"1702","CL",1924,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,0
"1703","CL",1925,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,-2
"1704","CL",1926,"Chile","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,-2
"1705","CL",1927,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-2
"1706","CL",1928,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-2
"1707","CL",1929,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,-2
"1708","CL",1930,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,-2
"1709","CL",1931,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,-2
"1710","CL",1932,"Chile","1","1","1","0","1","1","0","4",NA,NA,NA,NA,NA,-2
"1711","CL",1933,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-2
"1712","CL",1934,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-2
"1713","CL",1935,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,2
"1714","CL",1936,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1715","CL",1937,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1716","CL",1938,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1717","CL",1939,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1718","CL",1940,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1719","CL",1941,"Chile","1","0","1","1","0","1","0","3",NA,NA,NA,NA,NA,2
"1720","CL",1942,"Chile","1","0","1","1","0","1","0","3",NA,NA,NA,NA,NA,2
"1721","CL",1943,"Chile","1","1","0","0","0","1","0","2",NA,NA,NA,NA,NA,2
"1722","CL",1944,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1723","CL",1945,"Chile","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,2
"1724","CL",1946,"Chile","1","1","1","1","0","1","0","4",NA,NA,NA,NA,NA,2
"1725","CL",1947,"Chile","1","1","1","1","0","1","0","4",NA,NA,NA,NA,NA,2
"1726","CL",1948,"Chile","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,2
"1727","CL",1949,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,2
"1728","CL",1950,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,2
"1729","CL",1951,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,2
"1730","CL",1952,"Chile","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,2
"1731","CL",1953,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,2
"1732","CL",1954,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,2
"1733","CL",1955,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,5
"1734","CL",1956,"Chile","1","0","1","1","0","0","0","2",NA,NA,NA,NA,NA,5
"1735","CL",1957,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,5
"1736","CL",1958,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,5
"1737","CL",1959,"Chile","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,5
"1738","CL",1960,"Chile","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,5
"1739","CL",1961,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,5
"1740","CL",1962,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,5
"1741","CL",1963,"Chile","1","1","1","0","0","1","0","3",NA,NA,NA,NA,NA,5
"1742","CL",1964,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,6
"1743","CL",1965,"Chile","1","1","1","1","0","1","0","4",NA,NA,NA,NA,NA,6
"1744","CL",1966,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,6
"1745","CL",1967,"Chile","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,6
"1746","CL",1968,"Chile","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,6
"1747","CL",1969,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,6
"1748","CL",1970,"Chile","1","1","1","1","0","0","0","3",NA,NA,NA,NA,NA,6
"1749","CL",1971,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,6
"1750","CL",1972,"Chile","1","1","1","1","0","1","0","4",NA,NA,NA,NA,NA,6
"1751","CL",1973,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,-7
"1752","CL",1974,"Chile","1","1","1","1","0","1","0","4",NA,NA,NA,NA,NA,-7
"1753","CL",1975,"Chile","1","2","1","1","0","1","0","5",NA,NA,NA,NA,NA,-7
"1754","CL",1976,"Chile","1","1","1","0","0","0","1","3",NA,NA,NA,0,0,-7
"1755","CL",1977,"Chile","1","1","1","0","0","0","1","3",NA,NA,NA,NA,NA,-7
"1756","CL",1978,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,-7
"1757","CL",1979,"Chile","1","1","1","0","0","0","0","2",NA,NA,NA,NA,NA,-7
"1758","CL",1980,"Chile","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,-7
"1759","CL",1981,"Chile","1","0","0","1","0","0","0","1",42.9,41.2,41.2,0,0,-7
"1760","CL",1982,"Chile","1","1","0","1","0","0","1","3",NA,NA,NA,NA,NA,-7
"1761","CL",1983,"Chile","1","1","1","1","0","1","1","5",NA,NA,NA,NA,NA,-6
"1762","CL",1984,"Chile","1","1","0","1","0","1","1","4",NA,NA,NA,NA,NA,-6
"1763","CL",1985,"Chile","1","1","1","0","0","1","0","3",NA,NA,NA,NA,NA,-6
"1764","CL",1986,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-6
"1765","CL",1987,"Chile","1","1","0","0","0","1","0","2",NA,NA,NA,NA,NA,-6
"1766","CL",1988,"Chile","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-1
"1767","CL",1989,"Chile","1","1","0","0","0","1","0","2",NA,NA,NA,NA,NA,8
"1768","CL",1990,"Chile","1","0","1","0","0","1","0","2",NA,NA,NA,NA,NA,8
"1769","CL",1991,"Chile","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,8
"1770","CL",1992,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"1771","CL",1993,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"1772","CL",1994,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"1773","CL",1995,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"1774","CL",1996,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"1775","CL",1997,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"1776","CL",1998,"Chile","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"1777","CL",1999,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"1778","CL",2000,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"1779","CL",2001,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"1780","CL",2002,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"1781","CL",2003,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"1782","CL",2004,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"1783","CL",2005,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"1784","CL",2006,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"1785","CL",2007,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"1786","CL",2008,"Chile","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,10
"1787","CL",2009,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"1788","CL",2010,"Chile","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"1789","CN",1800,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1790","CN",1801,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1791","CN",1802,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1792","CN",1803,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1793","CN",1804,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1794","CN",1805,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1795","CN",1806,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1796","CN",1807,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1797","CN",1808,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1798","CN",1809,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1799","CN",1810,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1800","CN",1811,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1801","CN",1812,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1802","CN",1813,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1803","CN",1814,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1804","CN",1815,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1805","CN",1816,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1806","CN",1817,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1807","CN",1818,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1808","CN",1819,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1809","CN",1820,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1810","CN",1821,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1811","CN",1822,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1812","CN",1823,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1813","CN",1824,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1814","CN",1825,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1815","CN",1826,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1816","CN",1827,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1817","CN",1828,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
"1818","CN",1829,"China","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,-6
