"","iso2c","year","country","RR_Independence","RR_CurrencyCrisis","RR_InflationCrisis","RR_StockMarketCrash","RR_SovDebtCrisisDom","RR_SovDebtCrisisExt","RR_BankingCrisis","RR_YearlyCrisisTally","LV2012.Fiscal","Keefer2007.Fiscal","Honohan2003.Fiscal","HonohanCrisisOngoing","ongoingLV","polity2"
"3761","GB",1862,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3762","GB",1863,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3763","GB",1864,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3764","GB",1865,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"3765","GB",1866,"United Kingdom","1","0","0","1","0","0","1","2",NA,NA,NA,NA,NA,3
"3766","GB",1867,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,3
"3767","GB",1868,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3768","GB",1869,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3769","GB",1870,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3770","GB",1871,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3771","GB",1872,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3772","GB",1873,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3773","GB",1874,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3774","GB",1875,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3775","GB",1876,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3776","GB",1877,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3777","GB",1878,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3778","GB",1879,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,3
"3779","GB",1880,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3780","GB",1881,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3781","GB",1882,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3782","GB",1883,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3783","GB",1884,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3784","GB",1885,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3785","GB",1886,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3786","GB",1887,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3787","GB",1888,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3788","GB",1889,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3789","GB",1890,"United Kingdom","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,7
"3790","GB",1891,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3791","GB",1892,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3792","GB",1893,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3793","GB",1894,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3794","GB",1895,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3795","GB",1896,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3796","GB",1897,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3797","GB",1898,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3798","GB",1899,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3799","GB",1900,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,7
"3800","GB",1901,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3801","GB",1902,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3802","GB",1903,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3803","GB",1904,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3804","GB",1905,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3805","GB",1906,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3806","GB",1907,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3807","GB",1908,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3808","GB",1909,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3809","GB",1910,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3810","GB",1911,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3811","GB",1912,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3812","GB",1913,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3813","GB",1914,"United Kingdom","1","0","0","1","0","0","1","2",NA,NA,NA,NA,NA,8
"3814","GB",1915,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3815","GB",1916,"United Kingdom","1","0","1","1","0","0","0","2",NA,NA,NA,NA,NA,8
"3816","GB",1917,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3817","GB",1918,"United Kingdom","1","0","1","1","0","0","0","2",NA,NA,NA,NA,NA,8
"3818","GB",1919,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,8
"3819","GB",1920,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,8
"3820","GB",1921,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,8
"3821","GB",1922,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3822","GB",1923,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3823","GB",1924,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3824","GB",1925,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3825","GB",1926,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3826","GB",1927,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3827","GB",1928,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3828","GB",1929,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3829","GB",1930,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3830","GB",1931,"United Kingdom","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,10
"3831","GB",1932,"United Kingdom","1","0","0","0","1","1","0","2",NA,NA,NA,NA,NA,10
"3832","GB",1933,"United Kingdom","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"3833","GB",1934,"United Kingdom","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"3834","GB",1935,"United Kingdom","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"3835","GB",1936,"United Kingdom","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"3836","GB",1937,"United Kingdom","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,10
"3837","GB",1938,"United Kingdom","1","0","0","1","0","1","0","2",NA,NA,NA,NA,NA,10
"3838","GB",1939,"United Kingdom","1","1","0","1","0","1","0","3",NA,NA,NA,NA,NA,10
"3839","GB",1940,"United Kingdom","1","0","1","1","0","0","0","2",NA,NA,NA,NA,NA,10
"3840","GB",1941,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3841","GB",1942,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3842","GB",1943,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3843","GB",1944,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3844","GB",1945,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3845","GB",1946,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,10
"3846","GB",1947,"United Kingdom","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,10
"3847","GB",1948,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3848","GB",1949,"United Kingdom","1","1","0","1","0","0","0","2",NA,NA,NA,NA,NA,10
"3849","GB",1950,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3850","GB",1951,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3851","GB",1952,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3852","GB",1953,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3853","GB",1954,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3854","GB",1955,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3855","GB",1956,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3856","GB",1957,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3857","GB",1958,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3858","GB",1959,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3859","GB",1960,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3860","GB",1961,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3861","GB",1962,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3862","GB",1963,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3863","GB",1964,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3864","GB",1965,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3865","GB",1966,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3866","GB",1967,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,10
"3867","GB",1968,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3868","GB",1969,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3869","GB",1970,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3870","GB",1971,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3871","GB",1972,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3872","GB",1973,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3873","GB",1974,"United Kingdom","1","0","0","1","0","0","1","2",NA,NA,NA,NA,NA,10
"3874","GB",1975,"United Kingdom","1","1","1","0","0","0","1","3",NA,NA,NA,NA,NA,10
"3875","GB",1976,"United Kingdom","1","1","0","0","0","0","1","2",NA,NA,NA,NA,NA,10
"3876","GB",1977,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3877","GB",1978,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3878","GB",1979,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3879","GB",1980,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3880","GB",1981,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,10
"3881","GB",1982,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,10
"3882","GB",1983,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,10
"3883","GB",1984,"United Kingdom","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,10
"3884","GB",1985,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3885","GB",1986,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3886","GB",1987,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3887","GB",1988,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3888","GB",1989,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3889","GB",1990,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3890","GB",1991,"United Kingdom","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,10
"3891","GB",1992,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3892","GB",1993,"United Kingdom","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,10
"3893","GB",1994,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3894","GB",1995,"United Kingdom","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,10
"3895","GB",1996,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3896","GB",1997,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3897","GB",1998,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3898","GB",1999,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3899","GB",2000,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3900","GB",2001,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3901","GB",2002,"United Kingdom","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,10
"3902","GB",2003,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3903","GB",2004,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3904","GB",2005,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3905","GB",2006,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3906","GB",2007,"United Kingdom","1","0","0","0","0","0","1","1",8.8,NA,NA,0,1,10
"3907","GB",2008,"United Kingdom","1","1","0","1","0","0","1","3",NA,NA,NA,NA,NA,10
"3908","GB",2009,"United Kingdom","1","0","0","0","0","0","1","1",NA,NA,NA,NA,NA,10
"3909","GB",2010,"United Kingdom","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"3910","GH",1957,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA
"3911","GH",1958,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA
"3912","GH",1959,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA
"3913","GH",1960,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-8
"3914","GH",1961,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-8
"3915","GH",1962,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"3916","GH",1963,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"3917","GH",1964,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-9
"3918","GH",1965,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-9
"3919","GH",1966,"Ghana","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-7
"3920","GH",1967,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,-7
"3921","GH",1968,"Ghana","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-7
"3922","GH",1969,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-2
"3923","GH",1970,"Ghana","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,3
"3924","GH",1971,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,3
"3925","GH",1972,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-7
"3926","GH",1973,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-7
"3927","GH",1974,"Ghana","1","0","0",NA,"0","1","0","1",NA,NA,NA,NA,NA,-7
"3928","GH",1975,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-7
"3929","GH",1976,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-7
"3930","GH",1977,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-7
"3931","GH",1978,"Ghana","1","1","1",NA,"0","0","0","2",NA,NA,NA,NA,NA,0
"3932","GH",1979,"Ghana","1","0","1",NA,"1","0","0","2",NA,NA,NA,NA,NA,6
"3933","GH",1980,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,6
"3934","GH",1981,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-7
"3935","GH",1982,"Ghana","1","0","1",NA,"1","0","1","3",6,3,3,0,0,-7
"3936","GH",1983,"Ghana","1","1","1",NA,"0","0","1","3",NA,NA,NA,NA,NA,-7
"3937","GH",1984,"Ghana","1","1","1",NA,"0","0","1","3",NA,NA,NA,NA,NA,-7
"3938","GH",1985,"Ghana","1","1","0",NA,"0","0","1","2",NA,NA,NA,NA,NA,-7
"3939","GH",1986,"Ghana","1","1","1",NA,"0","0","1","3",NA,NA,NA,NA,NA,-7
"3940","GH",1987,"Ghana","1","1","1",NA,"0","1","1","4",NA,NA,NA,NA,NA,-7
"3941","GH",1988,"Ghana","1","1","1",NA,"0","0","1","3",NA,NA,NA,NA,NA,-7
"3942","GH",1989,"Ghana","1","1","1",NA,"0","0","1","3",NA,NA,NA,NA,NA,-7
"3943","GH",1990,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,-7
"3944","GH",1991,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,-4
"3945","GH",1992,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,-1
"3946","GH",1993,"Ghana","1","1","1",NA,"0","0","0","2",NA,NA,NA,NA,NA,-1
"3947","GH",1994,"Ghana","1","1","1",NA,"0","0","0","2",NA,NA,NA,NA,NA,-1
"3948","GH",1995,"Ghana","1","1","1",NA,"0","0","0","2",NA,NA,NA,NA,NA,-1
"3949","GH",1996,"Ghana","1","1","1",NA,"0","0","0","2",NA,NA,NA,NA,NA,2
"3950","GH",1997,"Ghana","1","1","1",NA,"0","0","1","3",NA,NA,NA,NA,NA,2
"3951","GH",1998,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,2
"3952","GH",1999,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,2
"3953","GH",2000,"Ghana","1","1","1",NA,"0","0","0","2",NA,NA,NA,NA,NA,2
"3954","GH",2001,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,6
"3955","GH",2002,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,6
"3956","GH",2003,"Ghana","1","0","1",NA,"0","0","0","1",NA,NA,NA,NA,NA,6
"3957","GH",2004,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,8
"3958","GH",2005,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,8
"3959","GH",2006,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,8
"3960","GH",2007,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,8
"3961","GH",2008,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,8
"3962","GH",2009,"Ghana","1","1","0",NA,"0","0","0","1",NA,NA,NA,NA,NA,8
"3963","GH",2010,"Ghana","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,8
"3964","GR",1829,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-5
"3965","GR",1830,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3966","GR",1831,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3967","GR",1832,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3968","GR",1833,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3969","GR",1834,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3970","GR",1835,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3971","GR",1836,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3972","GR",1837,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3973","GR",1838,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3974","GR",1839,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3975","GR",1840,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3976","GR",1841,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3977","GR",1842,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3978","GR",1843,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-3
"3979","GR",1844,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3980","GR",1845,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3981","GR",1846,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3982","GR",1847,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3983","GR",1848,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3984","GR",1849,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3985","GR",1850,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3986","GR",1851,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3987","GR",1852,"Greece","1","0","1","0","0","1","0","2",NA,NA,NA,NA,NA,-4
"3988","GR",1853,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3989","GR",1854,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3990","GR",1855,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3991","GR",1856,"Greece","1","0","1","0","0","1","0","2",NA,NA,NA,NA,NA,-4
"3992","GR",1857,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3993","GR",1858,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3994","GR",1859,"Greece","1","0","1","0","0","1","0","2",NA,NA,NA,NA,NA,-4
"3995","GR",1860,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3996","GR",1861,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,-4
"3997","GR",1862,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,0
"3998","GR",1863,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,3
"3999","GR",1864,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,7
"4000","GR",1865,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,7
"4001","GR",1866,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,7
"4002","GR",1867,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,7
"4003","GR",1868,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,7
"4004","GR",1869,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,7
"4005","GR",1870,"Greece","1","0","1","0","0","1","0","2",NA,NA,NA,NA,NA,9
"4006","GR",1871,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4007","GR",1872,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4008","GR",1873,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4009","GR",1874,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4010","GR",1875,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4011","GR",1876,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4012","GR",1877,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4013","GR",1878,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,9
"4014","GR",1879,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,9
"4015","GR",1880,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4016","GR",1881,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4017","GR",1882,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4018","GR",1883,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4019","GR",1884,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4020","GR",1885,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4021","GR",1886,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4022","GR",1887,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4023","GR",1888,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4024","GR",1889,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4025","GR",1890,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4026","GR",1891,"Greece","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,10
"4027","GR",1892,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4028","GR",1893,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4029","GR",1894,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"4030","GR",1895,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"4031","GR",1896,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"4032","GR",1897,"Greece","1","0","0","0","0","1","0","1",NA,NA,NA,NA,NA,10
"4033","GR",1898,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
"4034","GR",1899,"Greece","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,10
