"country","year","yrcurnt","stanbs","DiElection"
"SS",2011,NA,NA,NA
"SS",2012,NA,0,NA
"CY",1975,-999,NA,NA
"CY",1976,0,-999,"Election Year"
"CY",1977,4,0,"Not Election Year"
"CY",1978,3,0,"Not Election Year"
"CY",1979,2,0,"Not Election Year"
"CY",1980,1,0,"Not Election Year"
"CY",1981,0,0,"Election Year"
"CY",1982,4,0.333333343267441,"Not Election Year"
"CY",1983,3,0,"Not Election Year"
"CY",1984,2,0,"Not Election Year"
"CY",1985,0,0,"Election Year"
"CY",1986,4,0,"Not Election Year"
"CY",1987,3,0,"Not Election Year"
"CY",1988,2,0,"Not Election Year"
"CY",1989,1,0,"Not Election Year"
"CY",1990,0,0,"Election Year"
"CY",1991,4,0,"Not Election Year"
"CY",1992,3,0,"Not Election Year"
"CY",1993,2,0,"Not Election Year"
"CY",1994,1,0.333333343267441,"Not Election Year"
"CY",1995,0,0,"Election Year"
"CY",1996,4,0,"Not Election Year"
"CY",1997,3,0,"Not Election Year"
"CY",1998,2,0,"Not Election Year"
"CY",1999,1,0,"Not Election Year"
"CY",2000,0,0,"Election Year"
"CY",2001,4,0,"Not Election Year"
"CY",2002,3,0,"Not Election Year"
"CY",2003,2,0,"Not Election Year"
"CY",2004,1,0,"Not Election Year"
"CY",2005,0,0,"Election Year"
"CY",2006,4,0.5,"Not Election Year"
"CY",2007,3,0,"Not Election Year"
"CY",2008,2,0,"Not Election Year"
"CY",2009,1,0,"Not Election Year"
"CY",2010,0,0,"Election Year"
"CY",2011,4,0.5,"Not Election Year"
"CY",2012,3,0,"Not Election Year"
"AF",1975,-999,NA,NA
"AF",1976,-999,0,NA
"AF",1977,-999,0,NA
"AF",1978,5,0,"Not Election Year"
"AF",1979,-999,1,NA
"AF",1980,-999,1,NA
"AF",1981,-999,0,NA
"AF",1982,-999,0,NA
"AF",1983,-999,0,NA
"AF",1984,-999,0,NA
"AF",1985,-999,0,NA
"AF",1986,-999,0,NA
"AF",1987,-999,1,NA
"AF",1988,6,1,"Not Election Year"
"AF",1989,5,0,"Not Election Year"
"AF",1990,4,0,"Not Election Year"
"AF",1991,3,0,"Not Election Year"
"AF",1992,2,0,"Not Election Year"
"AF",1993,1,1,"Not Election Year"
"AF",1994,0,0,"Election Year"
"AF",1995,-999,0,NA
"AF",1996,-999,0,NA
"AF",1997,-999,1,NA
"AF",1998,-999,0,NA
"AF",1999,-999,0,NA
"AF",2000,-999,0,NA
"AF",2001,-999,0,NA
"AF",2002,0,1,"Election Year"
"AF",2003,-999,0,NA
"AF",2004,-999,0,NA
"AF",2005,4,0,"Not Election Year"
"AF",2006,3,0,"Not Election Year"
"AF",2007,2,0,"Not Election Year"
"AF",2008,1,0,"Not Election Year"
"AF",2009,0,0,"Election Year"
"AF",2010,4,0,"Not Election Year"
"AF",2011,3,0,"Not Election Year"
"AF",2012,2,0,"Not Election Year"
"AO",1975,-999,NA,NA
"AO",1976,-999,-999,NA
"AO",1977,-999,0,NA
"AO",1978,-999,0,NA
"AO",1979,-999,0,NA
"AO",1980,-999,1,NA
"AO",1981,-999,0,NA
"AO",1982,-999,0,NA
"AO",1983,-999,0,NA
"AO",1984,-999,0,NA
"AO",1985,-999,0,NA
"AO",1986,4,0,"Not Election Year"
"AO",1987,3,0,"Not Election Year"
"AO",1988,2,0,"Not Election Year"
"AO",1989,1,0,"Not Election Year"
"AO",1990,4,0,"Not Election Year"
"AO",1991,3,0,"Not Election Year"
"AO",1992,0,0,"Election Year"
"AO",1993,4,0,"Not Election Year"
"AO",1994,3,0,"Not Election Year"
"AO",1995,2,0,"Not Election Year"
"AO",1996,1,0,"Not Election Year"
"AO",1997,4,0,"Not Election Year"
"AO",1998,3,0,"Not Election Year"
"AO",1999,2,0,"Not Election Year"
"AO",2000,1,0,"Not Election Year"
"AO",2001,0,0,"Election Year"
"AO",2002,4,0,"Not Election Year"
"AO",2003,3,0,"Not Election Year"
"AO",2004,2,0,"Not Election Year"
"AO",2005,1,0,"Not Election Year"
"AO",2006,0,0,"Election Year"
"AO",2007,4,0,"Not Election Year"
"AO",2008,3,0,"Not Election Year"
"AO",2009,2,0,"Not Election Year"
"AO",2010,1,0,"Not Election Year"
"AO",2011,0,0,"Election Year"
"AO",2012,4,0,"Not Election Year"
"AL",1975,-999,NA,NA
"AL",1976,-999,0,NA
"AL",1977,-999,0,NA
"AL",1978,-999,0,NA
"AL",1979,-999,0,NA
"AL",1980,-999,0,NA
"AL",1981,-999,0,NA
"AL",1982,-999,0,NA
"AL",1983,-999,0,NA
"AL",1984,-999,0,NA
"AL",1985,-999,0,NA
"AL",1986,-999,1,NA
"AL",1987,-999,0,NA
"AL",1988,-999,0,NA
"AL",1989,-999,0,NA
"AL",1990,-999,0,NA
"AL",1991,0,0,"Election Year"
"AL",1992,0,0,"Election Year"
"AL",1993,4,0.666666686534882,"Not Election Year"
"AL",1994,3,0,"Not Election Year"
"AL",1995,2,0,"Not Election Year"
"AL",1996,0,0,"Election Year"
"AL",1997,0,0.333333343267441,"Election Year"
"AL",1998,3,1,"Not Election Year"
"AL",1999,2,0,"Not Election Year"
"AL",2000,1,0.25,"Not Election Year"
"AL",2001,0,0,"Election Year"
"AL",2002,3,0.5,"Not Election Year"
"AL",2003,2,0.25,"Not Election Year"
"AL",2004,1,0,"Not Election Year"
"AL",2005,0,0.25,"Election Year"
"AL",2006,3,1,"Not Election Year"
"AL",2007,2,0,"Not Election Year"
"AL",2008,1,0,"Not Election Year"
"AL",2009,0,0,"Election Year"
"AL",2010,3,0.5,"Not Election Year"
"AL",2011,2,0,"Not Election Year"
"AL",2012,1,0,"Not Election Year"
"AR",1975,-999,NA,NA
"AR",1976,-999,NA,NA
"AR",1977,-999,NA,NA
"AR",1978,-999,0,NA
"AR",1979,5,0,"Not Election Year"
"AR",1980,4,0,"Not Election Year"
"AR",1981,3,0,"Not Election Year"
"AR",1982,2,1,"Not Election Year"
"AR",1983,0,1,"Election Year"
"AR",1984,5,1,"Not Election Year"
"AR",1985,4,0,"Not Election Year"
"AR",1986,3,0,"Not Election Year"
"AR",1987,2,0,"Not Election Year"
"AR",1988,1,0,"Not Election Year"
"AR",1989,0,0,"Election Year"
"AR",1990,5,0.333333343267441,"Not Election Year"
"AR",1991,4,0,"Not Election Year"
"AR",1992,3,0,"Not Election Year"
"AR",1993,2,0,"Not Election Year"
"AR",1994,1,0.5,"Not Election Year"
"AR",1995,0,0,"Election Year"
"AR",1996,3,0,"Not Election Year"
"AR",1997,2,0,"Not Election Year"
"AR",1998,1,0,"Not Election Year"
"AR",1999,0,0,"Election Year"
"AR",2000,3,0.5,"Not Election Year"
"AR",2001,2,0,"Not Election Year"
"AR",2002,1,0.5,"Not Election Year"
"AR",2003,0,0.5,"Election Year"
"AR",2004,3,0.5,"Not Election Year"
"AR",2005,2,0,"Not Election Year"
"AR",2006,1,0,"Not Election Year"
"AR",2007,0,0,"Election Year"
"AR",2008,3,0.5,"Not Election Year"
"AR",2009,2,0,"Not Election Year"
"AR",2010,1,0,"Not Election Year"
"AR",2011,0,0,"Election Year"
"AR",2012,3,0,"Not Election Year"
"AM",1975,-999,NA,NA
"AM",1976,-999,-999,NA
"AM",1977,-999,-999,NA
"AM",1978,-999,-999,NA
"AM",1979,-999,-999,NA
"AM",1980,-999,-999,NA
"AM",1981,-999,-999,NA
"AM",1982,-999,-999,NA
"AM",1983,-999,-999,NA
"AM",1984,-999,-999,NA
"AM",1985,-999,-999,NA
"AM",1986,-999,-999,NA
"AM",1987,-999,-999,NA
"AM",1988,-999,-999,NA
"AM",1989,-999,-999,NA
"AM",1990,-999,-999,NA
"AM",1991,0,-999,"Election Year"
"AM",1992,4,0,"Not Election Year"
"AM",1993,3,0,"Not Election Year"
"AM",1994,2,0,"Not Election Year"
"AM",1995,1,0,"Not Election Year"
"AM",1996,0,0.333333343267441,"Election Year"
"AM",1997,4,0,"Not Election Year"
"AM",1998,0,0.333333343267441,"Election Year"
"AM",1999,4,0.5,"Not Election Year"
"AM",2000,3,0,"Not Election Year"
"AM",2001,2,0,"Not Election Year"
"AM",2002,1,0,"Not Election Year"
"AM",2003,0,0,"Election Year"
"AM",2004,4,0,"Not Election Year"
"AM",2005,3,0,"Not Election Year"
"AM",2006,2,0,"Not Election Year"
"AM",2007,1,0,"Not Election Year"
"AM",2008,0,0,"Election Year"
"AM",2009,4,0.5,"Not Election Year"
"AM",2010,3,0,"Not Election Year"
"AM",2011,2,0,"Not Election Year"
"AM",2012,1,0,"Not Election Year"
"AU",1975,0,NA,"Election Year"
"AU",1976,2,NA,"Not Election Year"
"AU",1977,0,0,"Election Year"
"AU",1978,2,0,"Not Election Year"
"AU",1979,1,0,"Not Election Year"
"AU",1980,0,0,"Election Year"
"AU",1981,2,0,"Not Election Year"
"AU",1982,1,0,"Not Election Year"
"AU",1983,0,0,"Election Year"
"AU",1984,0,1,"Election Year"
"AU",1985,2,0,"Not Election Year"
"AU",1986,1,0,"Not Election Year"
"AU",1987,0,0,"Election Year"
"AU",1988,2,0,"Not Election Year"
"AU",1989,1,0,"Not Election Year"
"AU",1990,0,0,"Election Year"
"AU",1991,2,0,"Not Election Year"
"AU",1992,1,0.5,"Not Election Year"
"AU",1993,0,0,"Election Year"
"AU",1994,2,0,"Not Election Year"
"AU",1995,1,0,"Not Election Year"
"AU",1996,0,0,"Election Year"
"AU",1997,2,1,"Not Election Year"
"AU",1998,1,0,"Not Election Year"
"AU",1999,2,0,"Not Election Year"
"AU",2000,1,0,"Not Election Year"
"AU",2001,0,0,"Election Year"
"AU",2002,2,0,"Not Election Year"
"AU",2003,1,0,"Not Election Year"
"AU",2004,0,0,"Election Year"
"AU",2005,2,0,"Not Election Year"
"AU",2006,1,0,"Not Election Year"
"AU",2007,0,0,"Election Year"
"AU",2008,2,1,"Not Election Year"
"AU",2009,1,0,"Not Election Year"
"AU",2010,0,0,"Election Year"
"AU",2011,2,0.5,"Not Election Year"
"AU",2012,1,0,"Not Election Year"
"AT",1975,0,NA,"Election Year"
"AT",1976,3,NA,"Not Election Year"
"AT",1977,2,0,"Not Election Year"
"AT",1978,1,0,"Not Election Year"
"AT",1979,0,0,"Election Year"
"AT",1980,3,0,"Not Election Year"
"AT",1981,2,0,"Not Election Year"
"AT",1982,1,0,"Not Election Year"
"AT",1983,0,0,"Election Year"
"AT",1984,3,0.5,"Not Election Year"
"AT",1985,2,0,"Not Election Year"
"AT",1986,0,0,"Election Year"
"AT",1987,3,0.666666686534882,"Not Election Year"
"AT",1988,2,0,"Not Election Year"
"AT",1989,1,0,"Not Election Year"
"AT",1990,0,0,"Election Year"
"AT",1991,3,0,"Not Election Year"
"AT",1992,2,0,"Not Election Year"
"AT",1993,1,0,"Not Election Year"
"AT",1994,0,0,"Election Year"
"AT",1995,0,0,"Election Year"
"AT",1996,3,0,"Not Election Year"
"AT",1997,2,0,"Not Election Year"
"AT",1998,1,0.333333343267441,"Not Election Year"
"AT",1999,0,0,"Election Year"
"AT",2000,3,0.666666686534882,"Not Election Year"
"AT",2001,2,0,"Not Election Year"
"AT",2002,1,0,"Not Election Year"
"AT",2003,3,0,"Not Election Year"
"AT",2004,2,0,"Not Election Year"
"AT",2005,1,0,"Not Election Year"
"AT",2006,0,0.333333343267441,"Election Year"
"AT",2007,3,0.666666686534882,"Not Election Year"
"AT",2008,2,0,"Not Election Year"
"AT",2009,1,0,"Not Election Year"
"AT",2010,0,0,"Election Year"
"AT",2011,3,0,"Not Election Year"
"AT",2012,2,0,"Not Election Year"
"AZ",1975,-999,NA,NA
"AZ",1976,-999,-999,NA
"AZ",1977,-999,-999,NA
"AZ",1978,-999,-999,NA
"AZ",1979,-999,-999,NA
"AZ",1980,-999,-999,NA
"AZ",1981,-999,-999,NA
"AZ",1982,-999,-999,NA
"AZ",1983,-999,-999,NA
"AZ",1984,-999,-999,NA
"AZ",1985,-999,-999,NA
"AZ",1986,-999,-999,NA
"AZ",1987,-999,-999,NA
"AZ",1988,-999,-999,NA
"AZ",1989,-999,-999,NA
"AZ",1990,-999,-999,NA
"AZ",1991,-999,-999,NA
"AZ",1992,-999,-999,NA
"AZ",1993,-999,1,NA
"AZ",1994,4,NA,"Not Election Year"
"AZ",1995,3,NA,"Not Election Year"
"AZ",1996,2,NA,"Not Election Year"
"AZ",1997,1,0,"Not Election Year"
"AZ",1998,0,0,"Election Year"
"AZ",1999,4,0,"Not Election Year"
"AZ",2000,3,0,"Not Election Year"
"AZ",2001,2,0,"Not Election Year"
"AZ",2002,1,0,"Not Election Year"
"AZ",2003,0,0,"Election Year"
"AZ",2004,4,1,"Not Election Year"
"AZ",2005,3,0,"Not Election Year"
"AZ",2006,2,0,"Not Election Year"
"AZ",2007,1,0,"Not Election Year"
"AZ",2008,0,0,"Election Year"
"AZ",2009,4,0,"Not Election Year"
"AZ",2010,3,0,"Not Election Year"
"AZ",2011,2,0.5,"Not Election Year"
"AZ",2012,1,0,"Not Election Year"
"BI",1975,6,NA,"Not Election Year"
"BI",1976,5,0,"Not Election Year"
"BI",1977,-999,1,NA
"BI",1978,-999,0,NA
"BI",1979,-999,0,NA
"BI",1980,-999,0,NA
"BI",1981,-999,0,NA
"BI",1982,-999,0,NA
"BI",1983,-999,0,NA
"BI",1984,0,0,"Election Year"
"BI",1985,4,0,"Not Election Year"
"BI",1986,3,0,"Not Election Year"
"BI",1987,2,0,"Not Election Year"
"BI",1988,-999,1,NA
"BI",1989,-999,0,NA
"BI",1990,-999,0,NA
"BI",1991,-999,0,NA
"BI",1992,-999,0,NA
"BI",1993,0,0,"Election Year"
"BI",1994,4,1,"Not Election Year"
"BI",1995,3,0,"Not Election Year"
"BI",1996,2,0,"Not Election Year"
"BI",1997,0,0.5,"Election Year"
"BI",1998,-999,0,NA
"BI",1999,-999,0,NA
"BI",2000,-999,0,NA
"BI",2001,-999,0,NA
"BI",2002,-999,0,NA
"BI",2003,-999,0,NA
"BI",2004,-999,0.333333343267441,NA
"BI",2005,-999,0,NA
"BI",2006,4,1,"Not Election Year"
"BI",2007,3,0,"Not Election Year"
"BI",2008,2,0,"Not Election Year"
"BI",2009,1,0,"Not Election Year"
"BI",2010,0,0,"Election Year"
"BI",2011,4,0,"Not Election Year"
"BI",2012,3,0,"Not Election Year"
"BE",1975,3,NA,"Not Election Year"
"BE",1976,2,0,"Not Election Year"
"BE",1977,1,0,"Not Election Year"
"BE",1978,0,0.5,"Election Year"
"BE",1979,3,0.25,"Not Election Year"
"BE",1980,2,0.25,"Not Election Year"
"BE",1981,0,0.25,"Election Year"
"BE",1982,3,1,"Not Election Year"
"BE",1983,2,0,"Not Election Year"
"BE",1984,1,0,"Not Election Year"
"BE",1985,0,0,"Election Year"
"BE",1986,3,0.400000005960464,"Not Election Year"
"BE",1987,0,0,"Election Year"
"BE",1988,3,0.5,"Not Election Year"
"BE",1989,2,0,"Not Election Year"
"BE",1990,1,0,"Not Election Year"
"BE",1991,0,0,"Election Year"
"BE",1992,3,0,"Not Election Year"
"BE",1993,2,0.25,"Not Election Year"
"BE",1994,1,0,"Not Election Year"
"BE",1995,0,0,"Election Year"
"BE",1996,3,0,"Not Election Year"
"BE",1997,2,0,"Not Election Year"
"BE",1998,1,0,"Not Election Year"
"BE",1999,0,0.5,"Election Year"
"BE",2000,3,0.25,"Not Election Year"
"BE",2001,2,0,"Not Election Year"
"BE",2002,1,0,"Not Election Year"
"BE",2003,0,0,"Election Year"
"BE",2004,3,0.25,"Not Election Year"
"BE",2005,2,0,"Not Election Year"
"BE",2006,1,0,"Not Election Year"
"BE",2007,0,0,"Election Year"
"BE",2008,3,0.5,"Not Election Year"
"BE",2009,2,0.25,"Not Election Year"
"BE",2010,1,0,"Not Election Year"
"BE",2011,3,0.25,"Not Election Year"
"BE",2012,2,0.25,"Not Election Year"
"BJ",1975,-999,NA,NA
"BJ",1976,3,0,"Not Election Year"
"BJ",1977,2,0,"Not Election Year"
"BJ",1978,1,0,"Not Election Year"
"BJ",1979,0,0,"Election Year"
"BJ",1980,4,0,"Not Election Year"
"BJ",1981,3,0,"Not Election Year"
"BJ",1982,2,0,"Not Election Year"
"BJ",1983,1,0,"Not Election Year"
"BJ",1984,0,0,"Election Year"
"BJ",1985,4,0,"Not Election Year"
"BJ",1986,3,0,"Not Election Year"
"BJ",1987,2,0,"Not Election Year"
"BJ",1988,1,0,"Not Election Year"
"BJ",1989,0,0,"Election Year"
"BJ",1990,4,0,"Not Election Year"
"BJ",1991,0,0,"Election Year"
"BJ",1992,4,1,"Not Election Year"
"BJ",1993,3,0,"Not Election Year"
"BJ",1994,2,0,"Not Election Year"
"BJ",1995,1,0,"Not Election Year"
"BJ",1996,0,0,"Election Year"
"BJ",1997,4,0.5,"Not Election Year"
"BJ",1998,3,0,"Not Election Year"
"BJ",1999,2,0,"Not Election Year"
"BJ",2000,1,0,"Not Election Year"
"BJ",2001,0,0,"Election Year"
"BJ",2002,4,0,"Not Election Year"
"BJ",2003,3,0,"Not Election Year"
"BJ",2004,2,0,"Not Election Year"
"BJ",2005,1,0,"Not Election Year"
"BJ",2006,0,0,"Election Year"
"BJ",2007,4,0.5,"Not Election Year"
"BJ",2008,3,0,"Not Election Year"
"BJ",2009,2,0,"Not Election Year"
"BJ",2010,1,0,"Not Election Year"
"BJ",2011,0,0,"Election Year"
"BJ",2012,4,0,"Not Election Year"
"BF",1975,-999,NA,NA
"BF",1976,-999,0,NA
"BF",1977,-999,0,NA
"BF",1978,-999,0,NA
"BF",1979,4,0,"Not Election Year"
"BF",1980,3,0,"Not Election Year"
"BF",1981,-999,0.666666686534882,NA
"BF",1982,-999,0,NA
"BF",1983,-999,1,NA
"BF",1984,-999,1,NA
"BF",1985,-999,0,NA
"BF",1986,-999,0,NA
"BF",1987,-999,0,NA
"BF",1988,-999,1,NA
"BF",1989,-999,0,NA
"BF",1990,-999,0,NA
"BF",1991,0,0,"Election Year"
"BF",1992,6,1,"Not Election Year"
"BF",1993,5,0,"Not Election Year"
"BF",1994,4,0,"Not Election Year"
"BF",1995,3,0,"Not Election Year"
"BF",1996,2,0,"Not Election Year"
"BF",1997,1,0,"Not Election Year"
"BF",1998,0,0.333333343267441,"Election Year"
"BF",1999,6,0,"Not Election Year"
"BF",2000,5,0,"Not Election Year"
"BF",2001,4,0,"Not Election Year"
"BF",2002,3,0,"Not Election Year"
"BF",2003,2,0,"Not Election Year"
"BF",2004,1,0,"Not Election Year"
"BF",2005,0,0,"Election Year"
"BF",2006,4,0.666666686534882,"Not Election Year"
"BF",2007,3,0,"Not Election Year"
"BF",2008,2,0,"Not Election Year"
"BF",2009,1,0,"Not Election Year"
"BF",2010,0,0,"Election Year"
"BF",2011,4,0,"Not Election Year"
"BF",2012,3,0,"Not Election Year"
"BD",1975,-999,NA,NA
"BD",1976,-999,1,NA
"BD",1977,-999,0,NA
"BD",1978,-999,0,NA
"BD",1979,-999,0,NA
"BD",1980,3,0,"Not Election Year"
"BD",1981,0,0,"Election Year"
"BD",1982,4,0.333333343267441,"Not Election Year"
"BD",1983,-999,0.666666686534882,NA
"BD",1984,-999,0,NA
"BD",1985,-999,0,NA
"BD",1986,0,0,"Election Year"
"BD",1987,4,0,"Not Election Year"
"BD",1988,3,0,"Not Election Year"
"BD",1989,2,0,"Not Election Year"
"BD",1990,1,0,"Not Election Year"
"BD",1991,0,1,"Election Year"
"BD",1992,4,0.666666686534882,"Not Election Year"
"BD",1993,3,0,"Not Election Year"
"BD",1994,2,0,"Not Election Year"
"BD",1995,1,0,"Not Election Year"
"BD",1996,0,0,"Election Year"
"BD",1997,4,0.666666686534882,"Not Election Year"
"BD",1998,3,0,"Not Election Year"
"BD",1999,2,0,"Not Election Year"
"BD",2000,1,0,"Not Election Year"
"BD",2001,0,0,"Election Year"
"BD",2002,4,1,"Not Election Year"
"BD",2003,3,0,"Not Election Year"
"BD",2004,2,0,"Not Election Year"
"BD",2005,1,0,"Not Election Year"
"BD",2006,0,0,"Election Year"
"BD",2007,-999,-999,NA
"BD",2008,-999,-999,NA
"BD",2009,4,1,"Not Election Year"
"BD",2010,3,0,"Not Election Year"
"BD",2011,2,0,"Not Election Year"
"BD",2012,1,0,"Not Election Year"
"BG",1975,-999,NA,NA
"BG",1976,-999,0,NA
"BG",1977,-999,0,NA
"BG",1978,-999,0,NA
"BG",1979,-999,0,NA
"BG",1980,-999,0,NA
"BG",1981,-999,0,NA
"BG",1982,-999,0,NA
"BG",1983,-999,0,NA
"BG",1984,-999,0,NA
"BG",1985,-999,0,NA
"BG",1986,-999,0,NA
"BG",1987,-999,0,NA
"BG",1988,-999,0,NA
"BG",1989,-999,0,NA
"BG",1990,-999,1,NA
"BG",1991,4,1,"Not Election Year"
"BG",1992,0,0.333333343267441,"Election Year"
"BG",1993,4,0,"Not Election Year"
"BG",1994,3,0,"Not Election Year"
"BG",1995,2,0,"Not Election Year"
"BG",1996,0,0,"Election Year"
"BG",1997,4,0.666666686534882,"Not Election Year"
"BG",1998,3,1,"Not Election Year"
"BG",1999,2,0,"Not Election Year"
"BG",2000,1,0,"Not Election Year"
"BG",2001,0,0,"Election Year"
"BG",2002,3,1,"Not Election Year"
"BG",2003,2,0,"Not Election Year"
"BG",2004,1,0,"Not Election Year"
"BG",2005,0,0,"Election Year"
"BG",2006,3,0.333333343267441,"Not Election Year"
"BG",2007,2,0,"Not Election Year"
"BG",2008,1,0,"Not Election Year"
"BG",2009,0,0,"Election Year"
"BG",2010,3,1,"Not Election Year"
"BG",2011,2,0,"Not Election Year"
"BG",2012,1,0,"Not Election Year"
"BH",1975,-999,NA,NA
"BH",1976,-999,0,NA
"BH",1977,-999,0,NA
"BH",1978,-999,0,NA
"BH",1979,-999,0,NA
"BH",1980,-999,0,NA
"BH",1981,-999,0,NA
"BH",1982,-999,0,NA
"BH",1983,-999,0,NA
"BH",1984,-999,0,NA
"BH",1985,-999,0,NA
"BH",1986,-999,0,NA
"BH",1987,-999,0,NA
"BH",1988,-999,0,NA
"BH",1989,-999,0,NA
"BH",1990,-999,0,NA
"BH",1991,-999,0,NA
"BH",1992,-999,0,NA
"BH",1993,-999,0,NA
"BH",1994,-999,0,NA
"BH",1995,-999,0,NA
"BH",1996,-999,0,NA
"BH",1997,-999,0,NA
"BH",1998,-999,0,NA
"BH",1999,-999,0,NA
"BH",2000,-999,1,NA
"BH",2001,-999,0,NA
"BH",2002,-999,0,NA
"BH",2003,-999,0,NA
"BH",2004,-999,0,NA
"BH",2005,-999,0,NA
"BH",2006,-999,0,NA
"BH",2007,-999,0,NA
"BH",2008,-999,0,NA
"BH",2009,-999,0,NA
"BH",2010,-999,0,NA
"BH",2011,-999,0,NA
"BH",2012,-999,0,NA
"BS",1975,2,NA,"Not Election Year"
"BS",1976,1,0,"Not Election Year"
"BS",1977,0,0,"Election Year"
"BS",1978,4,0,"Not Election Year"
"BS",1979,3,0,"Not Election Year"
"BS",1980,2,0,"Not Election Year"
"BS",1981,1,0,"Not Election Year"
"BS",1982,0,0,"Election Year"
"BS",1983,4,0,"Not Election Year"
"BS",1984,3,0,"Not Election Year"
"BS",1985,2,0,"Not Election Year"
"BS",1986,1,0,"Not Election Year"
"BS",1987,0,0,"Election Year"
"BS",1988,4,0,"Not Election Year"
"BS",1989,3,0,"Not Election Year"
"BS",1990,2,0,"Not Election Year"
"BS",1991,1,0,"Not Election Year"
"BS",1992,0,0,"Election Year"
"BS",1993,4,1,"Not Election Year"
"BS",1994,3,0,"Not Election Year"
"BS",1995,2,0,"Not Election Year"
"BS",1996,1,0,"Not Election Year"
"BS",1997,0,0,"Election Year"
"BS",1998,4,0.5,"Not Election Year"
"BS",1999,3,0,"Not Election Year"
"BS",2000,2,0,"Not Election Year"
"BS",2001,1,0,"Not Election Year"
"BS",2002,0,0,"Election Year"
"BS",2003,4,1,"Not Election Year"
"BS",2004,3,0,"Not Election Year"
"BS",2005,2,0,"Not Election Year"
"BS",2006,1,0,"Not Election Year"
"BS",2007,0,0,"Election Year"
"BS",2008,4,1,"Not Election Year"
"BS",2009,3,0,"Not Election Year"
"BS",2010,2,0,"Not Election Year"
"BS",2011,1,0,"Not Election Year"
"BS",2012,0,0,"Election Year"
"BA",1975,-999,NA,NA
"BA",1976,-999,-999,NA
"BA",1977,-999,-999,NA
"BA",1978,-999,-999,NA
"BA",1979,-999,-999,NA
"BA",1980,-999,-999,NA
"BA",1981,-999,-999,NA
"BA",1982,-999,-999,NA
"BA",1983,-999,-999,NA
"BA",1984,-999,-999,NA
"BA",1985,-999,-999,NA
"BA",1986,-999,-999,NA
"BA",1987,-999,-999,NA
"BA",1988,-999,-999,NA
"BA",1989,-999,-999,NA
"BA",1990,-999,-999,NA
"BA",1991,-999,-999,NA
"BA",1992,-999,-999,NA
"BA",1993,-999,-999,NA
"BA",1994,-999,-999,NA
"BA",1995,0,-999,"Election Year"
"BA",1996,NA,NA,NA
"BA",1997,NA,NA,NA
"BA",1998,NA,NA,NA
"BA",1999,NA,NA,NA
"BA",2000,NA,NA,NA
"BA",2001,NA,NA,NA
"BA",2002,NA,NA,NA
"BA",2003,3,NA,"Not Election Year"
"BA",2004,2,0,"Not Election Year"
"BA",2005,1,0,"Not Election Year"
"BA",2006,0,0,"Election Year"
"BA",2007,3,0.75,"Not Election Year"
"BA",2008,2,0,"Not Election Year"
"BA",2009,1,0,"Not Election Year"
"BA",2010,0,0,"Election Year"
"BA",2011,3,NA,"Not Election Year"
"BA",2012,2,NA,"Not Election Year"
"BY",1975,-999,NA,NA
"BY",1976,-999,-999,NA
"BY",1977,-999,-999,NA
"BY",1978,-999,-999,NA
"BY",1979,-999,-999,NA
"BY",1980,-999,-999,NA
"BY",1981,-999,-999,NA
"BY",1982,-999,-999,NA
"BY",1983,-999,-999,NA
"BY",1984,-999,-999,NA
"BY",1985,-999,-999,NA
"BY",1986,-999,-999,NA
"BY",1987,-999,-999,NA
"BY",1988,-999,-999,NA
"BY",1989,-999,-999,NA
"BY",1990,-999,-999,NA
"BY",1991,-999,-999,NA
"BY",1992,-999,-999,NA
"BY",1993,-999,NA,NA
"BY",1994,0,NA,"Election Year"
"BY",1995,4,NA,"Not Election Year"
"BY",1996,3,NA,"Not Election Year"
"BY",1997,2,0.333333343267441,"Not Election Year"
"BY",1998,1,0,"Not Election Year"
"BY",1999,4,0,"Not Election Year"
"BY",2000,3,0,"Not Election Year"
"BY",2001,2,0,"Not Election Year"
"BY",2002,4,0,"Not Election Year"
"BY",2003,3,0,"Not Election Year"
"BY",2004,2,0,"Not Election Year"
"BY",2005,1,0,"Not Election Year"
"BY",2006,0,0,"Election Year"
"BY",2007,4,0,"Not Election Year"
"BY",2008,3,0,"Not Election Year"
"BY",2009,2,0,"Not Election Year"
"BY",2010,1,0,"Not Election Year"
"BY",2011,NA,NA,NA
"BY",2012,NA,NA,NA
"BZ",1975,-999,NA,NA
"BZ",1976,-999,-999,NA
"BZ",1977,-999,-999,NA
"BZ",1978,-999,-999,NA
"BZ",1979,-999,-999,NA
"BZ",1980,-999,-999,NA
"BZ",1981,-999,-999,NA
"BZ",1982,2,-999,"Not Election Year"
"BZ",1983,1,0,"Not Election Year"
"BZ",1984,0,0,"Election Year"
"BZ",1985,4,1,"Not Election Year"
"BZ",1986,3,0,"Not Election Year"
"BZ",1987,2,0,"Not Election Year"
"BZ",1988,1,0,"Not Election Year"
"BZ",1989,0,0,"Election Year"
"BZ",1990,4,1,"Not Election Year"
"BZ",1991,3,0,"Not Election Year"
"BZ",1992,2,0,"Not Election Year"
"BZ",1993,0,0,"Election Year"
"BZ",1994,4,1,"Not Election Year"
"BZ",1995,3,0,"Not Election Year"
"BZ",1996,2,0,"Not Election Year"
"BZ",1997,1,0,"Not Election Year"
"BZ",1998,0,0,"Election Year"
