"country","year","yrcurnt","stanbs","DiElection"
"RU",1998,2,0,"Not Election Year"
"RU",1999,1,0,"Not Election Year"
"RU",2000,0,0,"Election Year"
"RU",2001,3,0.5,"Not Election Year"
"RU",2002,2,0,"Not Election Year"
"RU",2003,1,0,"Not Election Year"
"RU",2004,0,0,"Election Year"
"RU",2005,3,0,"Not Election Year"
"RU",2006,2,0,"Not Election Year"
"RU",2007,1,0,"Not Election Year"
"RU",2008,0,0,"Election Year"
"RU",2009,3,1,"Not Election Year"
"RU",2010,2,0,"Not Election Year"
"RU",2011,1,0,"Not Election Year"
"RU",2012,0,0,"Election Year"
"RW",1975,-999,NA,NA
"RW",1976,-999,0,NA
"RW",1977,-999,0,NA
"RW",1978,-999,0,NA
"RW",1979,4,0,"Not Election Year"
"RW",1980,3,0,"Not Election Year"
"RW",1981,2,0,"Not Election Year"
"RW",1982,1,0,"Not Election Year"
"RW",1983,0,0,"Election Year"
"RW",1984,4,0,"Not Election Year"
"RW",1985,3,0,"Not Election Year"
"RW",1986,2,0,"Not Election Year"
"RW",1987,1,0,"Not Election Year"
"RW",1988,0,0,"Election Year"
"RW",1989,4,0,"Not Election Year"
"RW",1990,3,0,"Not Election Year"
"RW",1991,2,0,"Not Election Year"
"RW",1992,1,0,"Not Election Year"
"RW",1993,4,0,"Not Election Year"
"RW",1994,3,0,"Not Election Year"
"RW",1995,-999,1,NA
"RW",1996,-999,0,NA
"RW",1997,-999,0,NA
"RW",1998,-999,0,NA
"RW",1999,-999,0,NA
"RW",2000,-999,0,NA
"RW",2001,-999,1,NA
"RW",2002,-999,0,NA
"RW",2003,-999,0,NA
"RW",2004,6,0,"Not Election Year"
"RW",2005,5,0,"Not Election Year"
"RW",2006,4,0,"Not Election Year"
"RW",2007,3,0,"Not Election Year"
"RW",2008,2,0,"Not Election Year"
"RW",2009,1,0,"Not Election Year"
"RW",2010,0,0,"Election Year"
"RW",2011,6,0,"Not Election Year"
"RW",2012,5,0,"Not Election Year"
"SA",1975,-999,NA,NA
"SA",1976,-999,1,NA
"SA",1977,-999,0,NA
"SA",1978,-999,0,NA
"SA",1979,-999,0,NA
"SA",1980,-999,0,NA
"SA",1981,-999,0,NA
"SA",1982,-999,0,NA
"SA",1983,-999,1,NA
"SA",1984,-999,0,NA
"SA",1985,-999,0,NA
"SA",1986,-999,0,NA
"SA",1987,-999,0,NA
"SA",1988,-999,0,NA
"SA",1989,-999,0,NA
"SA",1990,-999,0,NA
"SA",1991,-999,0,NA
"SA",1992,-999,0,NA
"SA",1993,-999,0,NA
"SA",1994,-999,0,NA
"SA",1995,-999,0,NA
"SA",1996,-999,0,NA
"SA",1997,-999,0,NA
"SA",1998,-999,0,NA
"SA",1999,-999,0,NA
"SA",2000,-999,0,NA
"SA",2001,-999,0,NA
"SA",2002,-999,0,NA
"SA",2003,-999,0,NA
"SA",2004,-999,0,NA
"SA",2005,-999,0,NA
"SA",2006,-999,1,NA
"SA",2007,-999,0,NA
"SA",2008,-999,0,NA
"SA",2009,-999,0,NA
"SA",2010,-999,0,NA
"SA",2011,-999,0,NA
"SA",2012,-999,0,NA
"SD",1975,-999,NA,NA
"SD",1976,-999,0,NA
"SD",1977,-999,0,NA
"SD",1978,-999,0,NA
"SD",1979,-999,0,NA
"SD",1980,-999,0,NA
"SD",1981,-999,0,NA
"SD",1982,-999,0,NA
"SD",1983,-999,0,NA
"SD",1984,-999,0,NA
"SD",1985,-999,0,NA
"SD",1986,-999,1,NA
"SD",1987,-999,1,NA
"SD",1988,-999,0,NA
"SD",1989,-999,0,NA
"SD",1990,-999,0.5,NA
"SD",1991,-999,0,NA
"SD",1992,-999,0,NA
"SD",1993,-999,0,NA
"SD",1994,-999,0,NA
"SD",1995,-999,0,NA
"SD",1996,-999,0,NA
"SD",1997,-999,0,NA
"SD",1998,-999,0,NA
"SD",1999,-999,0,NA
"SD",2000,-999,0,NA
"SD",2001,-999,0,NA
"SD",2002,-999,0,NA
"SD",2003,-999,0,NA
"SD",2004,-999,0,NA
"SD",2005,-999,0,NA
"SD",2006,-999,0.333333343267441,NA
"SD",2007,-999,0,NA
"SD",2008,-999,0,NA
"SD",2009,-999,0,NA
"SD",2010,-999,0,NA
"SD",2011,-999,0,NA
"SD",2012,-999,0,NA
"SN",1975,3,NA,"Not Election Year"
"SN",1976,2,0,"Not Election Year"
"SN",1977,1,0,"Not Election Year"
"SN",1978,0,0,"Election Year"
"SN",1979,6,0,"Not Election Year"
"SN",1980,5,0,"Not Election Year"
"SN",1981,4,1,"Not Election Year"
"SN",1982,3,0,"Not Election Year"
"SN",1983,0,0,"Election Year"
"SN",1984,6,0,"Not Election Year"
"SN",1985,5,0,"Not Election Year"
"SN",1986,4,0,"Not Election Year"
"SN",1987,3,0,"Not Election Year"
"SN",1988,0,0,"Election Year"
"SN",1989,6,0,"Not Election Year"
"SN",1990,5,0,"Not Election Year"
"SN",1991,4,0,"Not Election Year"
"SN",1992,3,0,"Not Election Year"
"SN",1993,0,0,"Election Year"
"SN",1994,4,0,"Not Election Year"
"SN",1995,3,0,"Not Election Year"
"SN",1996,2,0,"Not Election Year"
"SN",1997,1,0,"Not Election Year"
"SN",1998,4,0,"Not Election Year"
"SN",1999,3,0,"Not Election Year"
"SN",2000,2,0,"Not Election Year"
"SN",2001,6,1,"Not Election Year"
"SN",2002,5,0.333333343267441,"Not Election Year"
"SN",2003,4,0,"Not Election Year"
"SN",2004,3,0,"Not Election Year"
"SN",2005,2,0,"Not Election Year"
"SN",2006,1,0,"Not Election Year"
"SN",2007,0,0,"Election Year"
"SN",2008,6,0,"Not Election Year"
"SN",2009,5,0,"Not Election Year"
"SN",2010,4,0,"Not Election Year"
"SN",2011,3,0,"Not Election Year"
"SN",2012,2,0,"Not Election Year"
"SG",1975,1,NA,"Not Election Year"
"SG",1976,0,0,"Election Year"
"SG",1977,3,0,"Not Election Year"
"SG",1978,2,0,"Not Election Year"
"SG",1979,1,0,"Not Election Year"
"SG",1980,0,0,"Election Year"
"SG",1981,3,0,"Not Election Year"
"SG",1982,2,0,"Not Election Year"
"SG",1983,1,0,"Not Election Year"
"SG",1984,0,0,"Election Year"
"SG",1985,3,0,"Not Election Year"
"SG",1986,2,0,"Not Election Year"
"SG",1987,1,0,"Not Election Year"
"SG",1988,0,0,"Election Year"
"SG",1989,3,0,"Not Election Year"
"SG",1990,2,0,"Not Election Year"
"SG",1991,0,0.5,"Election Year"
"SG",1992,4,0,"Not Election Year"
"SG",1993,3,0,"Not Election Year"
"SG",1994,2,0,"Not Election Year"
"SG",1995,1,0,"Not Election Year"
"SG",1996,4,0,"Not Election Year"
"SG",1997,0,0,"Election Year"
"SG",1998,3,0,"Not Election Year"
"SG",1999,2,0,"Not Election Year"
"SG",2000,1,0,"Not Election Year"
"SG",2001,0,0,"Election Year"
"SG",2002,4,0,"Not Election Year"
"SG",2003,3,0,"Not Election Year"
"SG",2004,2,0,"Not Election Year"
"SG",2005,1,0.5,"Not Election Year"
"SG",2006,0,0,"Election Year"
"SG",2007,4,0,"Not Election Year"
"SG",2008,3,0,"Not Election Year"
"SG",2009,2,0,"Not Election Year"
"SG",2010,1,0,"Not Election Year"
"SG",2011,0,0,"Election Year"
"SG",2012,4,0,"Not Election Year"
"SB",1975,-999,NA,NA
"SB",1976,-999,-999,NA
"SB",1977,-999,-999,NA
"SB",1978,-999,-999,NA
"SB",1979,1,-999,"Not Election Year"
"SB",1980,0,NA,"Election Year"
"SB",1981,3,NA,"Not Election Year"
"SB",1982,2,NA,"Not Election Year"
"SB",1983,1,NA,"Not Election Year"
"SB",1984,0,NA,"Election Year"
"SB",1985,4,NA,"Not Election Year"
"SB",1986,3,0,"Not Election Year"
"SB",1987,2,0.25,"Not Election Year"
"SB",1988,1,0,"Not Election Year"
"SB",1989,0,0,"Election Year"
"SB",1990,3,0.75,"Not Election Year"
"SB",1991,2,0.600000023841858,"Not Election Year"
"SB",1992,1,0,"Not Election Year"
"SB",1993,0,0,"Election Year"
"SB",1994,3,1,"Not Election Year"
"SB",1995,2,0.666666686534882,"Not Election Year"
"SB",1996,1,0.5,"Not Election Year"
"SB",1997,0,0,"Election Year"
"SB",1998,3,1,"Not Election Year"
"SB",1999,2,0,"Not Election Year"
"SB",2000,1,0,"Not Election Year"
"SB",2001,0,0.5,"Election Year"
"SB",2002,4,1,"Not Election Year"
"SB",2003,3,0,"Not Election Year"
"SB",2004,2,0,"Not Election Year"
"SB",2005,1,0,"Not Election Year"
"SB",2006,0,0,"Election Year"
"SB",2007,3,1,"Not Election Year"
"SB",2008,2,0.25,"Not Election Year"
"SB",2009,1,0,"Not Election Year"
"SB",2010,0,0,"Election Year"
"SB",2011,3,0.75,"Not Election Year"
"SB",2012,2,0,"Not Election Year"
"SL",1975,1,NA,"Not Election Year"
"SL",1976,0,0,"Election Year"
"SL",1977,4,0,"Not Election Year"
"SL",1978,3,0,"Not Election Year"
"SL",1979,6,0,"Not Election Year"
"SL",1980,5,0,"Not Election Year"
"SL",1981,4,0,"Not Election Year"
"SL",1982,3,0,"Not Election Year"
"SL",1983,2,0,"Not Election Year"
"SL",1984,1,0,"Not Election Year"
"SL",1985,0,0,"Election Year"
"SL",1986,4,1,"Not Election Year"
"SL",1987,3,0,"Not Election Year"
"SL",1988,2,0,"Not Election Year"
"SL",1989,1,0,"Not Election Year"
"SL",1990,4,0,"Not Election Year"
"SL",1991,3,0,"Not Election Year"
"SL",1992,2,0,"Not Election Year"
"SL",1993,-999,1,NA
"SL",1994,-999,0,NA
"SL",1995,-999,0,NA
"SL",1996,0,1,"Election Year"
"SL",1997,4,1,"Not Election Year"
"SL",1998,3,0.5,"Not Election Year"
"SL",1999,4,0.5,"Not Election Year"
"SL",2000,3,0,"Not Election Year"
"SL",2001,2,0,"Not Election Year"
"SL",2002,1,0,"Not Election Year"
"SL",2003,4,0,"Not Election Year"
"SL",2004,3,0,"Not Election Year"
"SL",2005,2,0,"Not Election Year"
"SL",2006,1,0,"Not Election Year"
"SL",2007,0,0,"Election Year"
"SL",2008,4,0.666666686534882,"Not Election Year"
"SL",2009,3,0,"Not Election Year"
"SL",2010,2,0,"Not Election Year"
"SL",2011,1,0,"Not Election Year"
"SL",2012,0,0,"Election Year"
"SV",1975,2,NA,"Not Election Year"
"SV",1976,1,0,"Not Election Year"
"SV",1977,0,0,"Election Year"
"SV",1978,4,1,"Not Election Year"
"SV",1979,3,0,"Not Election Year"
"SV",1980,-999,1,NA
"SV",1981,-999,1,NA
"SV",1982,-999,0,NA
"SV",1983,4,1,"Not Election Year"
"SV",1984,0,0,"Election Year"
"SV",1985,4,0.5,"Not Election Year"
"SV",1986,3,0.5,"Not Election Year"
"SV",1987,2,0,"Not Election Year"
"SV",1988,1,0,"Not Election Year"
"SV",1989,0,0,"Election Year"
"SV",1990,4,1,"Not Election Year"
"SV",1991,3,0,"Not Election Year"
"SV",1992,2,0,"Not Election Year"
"SV",1993,1,0,"Not Election Year"
"SV",1994,0,0,"Election Year"
"SV",1995,4,0.666666686534882,"Not Election Year"
"SV",1996,3,0,"Not Election Year"
"SV",1997,2,0,"Not Election Year"
"SV",1998,1,0,"Not Election Year"
"SV",1999,0,0,"Election Year"
"SV",2000,4,0.333333343267441,"Not Election Year"
"SV",2001,3,0,"Not Election Year"
"SV",2002,2,0,"Not Election Year"
"SV",2003,1,0,"Not Election Year"
"SV",2004,0,0,"Election Year"
"SV",2005,4,0.333333343267441,"Not Election Year"
"SV",2006,3,0,"Not Election Year"
"SV",2007,2,0,"Not Election Year"
"SV",2008,1,0,"Not Election Year"
"SV",2009,0,0,"Election Year"
"SV",2010,4,0.666666686534882,"Not Election Year"
"SV",2011,3,0,"Not Election Year"
"SV",2012,2,0,"Not Election Year"
"SO",1975,-999,NA,NA
"SO",1976,-999,0,NA
"SO",1977,-999,0,NA
"SO",1978,-999,0,NA
"SO",1979,0,0,"Election Year"
"SO",1980,6,0,"Not Election Year"
"SO",1981,5,0,"Not Election Year"
"SO",1982,4,0,"Not Election Year"
"SO",1983,3,0,"Not Election Year"
"SO",1984,0,0,"Election Year"
"SO",1985,6,0,"Not Election Year"
"SO",1986,5,0,"Not Election Year"
"SO",1987,4,0,"Not Election Year"
"SO",1988,3,0,"Not Election Year"
"SO",1989,2,0,"Not Election Year"
"SO",1990,1,0,"Not Election Year"
"SO",1991,6,0,"Not Election Year"
"SO",1992,-999,-999,NA
"SO",1993,-999,-999,NA
"SO",1994,-999,-999,NA
"SO",1995,-999,-999,NA
"SO",1996,-999,-999,NA
"SO",1997,-999,-999,NA
"SO",1998,-999,-999,NA
"SO",1999,-999,-999,NA
"SO",2000,-999,-999,NA
"SO",2001,2,-999,"Not Election Year"
"SO",2002,1,-999,"Not Election Year"
"SO",2003,0,-999,"Election Year"
"SO",2004,2,-999,"Not Election Year"
"SO",2005,2,-999,"Not Election Year"
"SO",2006,1,0,"Not Election Year"
"SO",2007,0,0,"Election Year"
"SO",2008,NA,0,NA
"SO",2009,NA,0,NA
"SO",2010,NA,1,NA
"SO",2011,NA,0,NA
"SO",2012,NA,0,NA
"RU",1975,1,NA,"Not Election Year"
"RU",1976,0,0,"Election Year"
"RU",1977,4,0,"Not Election Year"
"RU",1978,3,0,"Not Election Year"
"RU",1979,2,0,"Not Election Year"
"RU",1980,1,0,"Not Election Year"
"RU",1981,0,0,"Election Year"
"RU",1982,4,0,"Not Election Year"
"RU",1983,3,1,"Not Election Year"
"RU",1984,2,0,"Not Election Year"
"RU",1985,4,1,"Not Election Year"
"RU",1986,3,1,"Not Election Year"
"RU",1987,2,0,"Not Election Year"
"RU",1988,1,0,"Not Election Year"
"RU",1989,0,0,"Election Year"
"RU",1990,5,0,"Not Election Year"
"RU",1991,0,0,"Election Year"
"SR",1975,-999,NA,NA
"SR",1976,0,-999,"Election Year"
"SR",1977,0,0,"Election Year"
"SR",1978,3,0,"Not Election Year"
"SR",1979,2,0,"Not Election Year"
"SR",1980,1,0,"Not Election Year"
"SR",1981,-999,1,NA
"SR",1982,-999,0,NA
"SR",1983,-999,1,NA
"SR",1984,-999,0,NA
"SR",1985,-999,0,NA
"SR",1986,-999,1,NA
"SR",1987,-999,0,NA
"SR",1988,-999,0,NA
"SR",1989,4,0.5,"Not Election Year"
"SR",1990,3,0,"Not Election Year"
"SR",1991,0,0.25,"Election Year"
"SR",1992,4,0.5,"Not Election Year"
"SR",1993,3,0,"Not Election Year"
"SR",1994,2,0,"Not Election Year"
"SR",1995,1,0,"Not Election Year"
"SR",1996,0,0,"Election Year"
"SR",1997,4,0.75,"Not Election Year"
"SR",1998,3,0,"Not Election Year"
"SR",1999,2,0,"Not Election Year"
"SR",2000,1,0,"Not Election Year"
"SR",2001,4,1,"Not Election Year"
"SR",2002,3,0,"Not Election Year"
"SR",2003,2,0,"Not Election Year"
"SR",2004,1,0,"Not Election Year"
"SR",2005,0,0,"Election Year"
"SR",2006,4,0,"Not Election Year"
"SR",2007,3,0,"Not Election Year"
"SR",2008,2,0,"Not Election Year"
"SR",2009,1,0,"Not Election Year"
"SR",2010,0,0,"Election Year"
"SR",2011,4,0.666666686534882,"Not Election Year"
"SR",2012,3,0,"Not Election Year"
"SK",1975,-999,NA,NA
"SK",1976,-999,-999,NA
"SK",1977,-999,-999,NA
"SK",1978,-999,-999,NA
"SK",1979,-999,-999,NA
"SK",1980,-999,-999,NA
"SK",1981,-999,-999,NA
"SK",1982,-999,-999,NA
"SK",1983,-999,-999,NA
"SK",1984,-999,-999,NA
"SK",1985,-999,-999,NA
"SK",1986,-999,-999,NA
"SK",1987,-999,-999,NA
"SK",1988,-999,-999,NA
"SK",1989,-999,-999,NA
"SK",1990,-999,-999,NA
"SK",1991,-999,-999,NA
"SK",1992,-999,-999,NA
"SK",1993,3,-999,"Not Election Year"
"SK",1994,0,0,"Election Year"
"SK",1995,3,0.666666686534882,"Not Election Year"
"SK",1996,2,0,"Not Election Year"
"SK",1997,1,0,"Not Election Year"
"SK",1998,0,0,"Election Year"
"SK",1999,3,1,"Not Election Year"
"SK",2000,2,0,"Not Election Year"
"SK",2001,1,0,"Not Election Year"
"SK",2002,0,0,"Election Year"
"SK",2003,3,0.5,"Not Election Year"
"SK",2004,2,0,"Not Election Year"
"SK",2005,1,0,"Not Election Year"
"SK",2006,0,0,"Election Year"
"SK",2007,3,1,"Not Election Year"
"SK",2008,2,0,"Not Election Year"
"SK",2009,1,0,"Not Election Year"
"SK",2010,0,0,"Election Year"
"SK",2011,3,1,"Not Election Year"
"SK",2012,2,0,"Not Election Year"
"SI",1975,-999,NA,NA
"SI",1976,-999,-999,NA
"SI",1977,-999,-999,NA
"SI",1978,-999,-999,NA
"SI",1979,-999,-999,NA
"SI",1980,-999,-999,NA
"SI",1981,-999,-999,NA
"SI",1982,-999,-999,NA
"SI",1983,-999,-999,NA
"SI",1984,-999,-999,NA
"SI",1985,-999,-999,NA
"SI",1986,-999,-999,NA
"SI",1987,-999,-999,NA
"SI",1988,-999,-999,NA
"SI",1989,-999,-999,NA
"SI",1990,-999,-999,NA
"SI",1991,-999,-999,NA
"SI",1992,0,-999,"Election Year"
"SI",1993,4,0.5,"Not Election Year"
"SI",1994,3,0,"Not Election Year"
"SI",1995,2,0.25,"Not Election Year"
"SI",1996,1,0,"Not Election Year"
"SI",1997,0,0.5,"Election Year"
"SI",1998,4,0,"Not Election Year"
"SI",1999,3,0,"Not Election Year"
"SI",2000,2,0,"Not Election Year"
"SI",2001,1,0.25,"Not Election Year"
"SI",2002,0,0,"Election Year"
"SI",2003,4,0.25,"Not Election Year"
"SI",2004,3,0,"Not Election Year"
"SI",2005,4,0.75,"Not Election Year"
"SI",2006,3,0,"Not Election Year"
"SI",2007,2,0,"Not Election Year"
"SI",2008,1,0,"Not Election Year"
"SI",2009,4,1,"Not Election Year"
"SI",2010,3,0,"Not Election Year"
"SI",2011,2,0,"Not Election Year"
"SI",2012,4,0.800000011920929,"Not Election Year"
"SE",1975,1,NA,"Not Election Year"
"SE",1976,0,0,"Election Year"
"SE",1977,2,1,"Not Election Year"
"SE",1978,1,0,"Not Election Year"
"SE",1979,0,0.75,"Election Year"
"SE",1980,2,0.666666686534882,"Not Election Year"
"SE",1981,1,0,"Not Election Year"
"SE",1982,0,0.25,"Election Year"
"SE",1983,2,0.75,"Not Election Year"
"SE",1984,1,0,"Not Election Year"
"SE",1985,0,0,"Election Year"
"SE",1986,2,0.333333343267441,"Not Election Year"
"SE",1987,1,0.333333343267441,"Not Election Year"
"SE",1988,0,0,"Election Year"
"SE",1989,2,0,"Not Election Year"
"SE",1990,1,0,"Not Election Year"
"SE",1991,0,0,"Election Year"
"SE",1992,2,1,"Not Election Year"
"SE",1993,1,0,"Not Election Year"
"SE",1994,0,0,"Election Year"
"SE",1995,3,0.800000011920929,"Not Election Year"
"SE",1996,2,0,"Not Election Year"
"SE",1997,1,0.333333343267441,"Not Election Year"
"SE",1998,0,0,"Election Year"
"SE",1999,3,0.333333343267441,"Not Election Year"
"SE",2000,2,0,"Not Election Year"
"SE",2001,1,0,"Not Election Year"
"SE",2002,0,0,"Election Year"
"SE",2003,3,0.25,"Not Election Year"
"SE",2004,2,0,"Not Election Year"
"SE",2005,1,0,"Not Election Year"
"SE",2006,0,0,"Election Year"
"SE",2007,3,1,"Not Election Year"
"SE",2008,2,0,"Not Election Year"
"SE",2009,1,0,"Not Election Year"
"SE",2010,0,0,"Election Year"
"SE",2011,3,0,"Not Election Year"
"SE",2012,2,0,"Not Election Year"
"SZ",1975,-999,NA,NA
"SZ",1976,-999,0,NA
"SZ",1977,-999,0,NA
"SZ",1978,-999,0,NA
"SZ",1979,-999,0,NA
"SZ",1980,-999,0,NA
"SZ",1981,-999,0,NA
"SZ",1982,-999,0,NA
"SZ",1983,-999,1,NA
"SZ",1984,-999,1,NA
"SZ",1985,-999,0,NA
"SZ",1986,-999,0,NA
"SZ",1987,-999,1,NA
"SZ",1988,-999,0,NA
"SZ",1989,-999,0,NA
"SZ",1990,-999,0,NA
"SZ",1991,-999,0,NA
"SZ",1992,-999,0,NA
"SZ",1993,-999,0,NA
"SZ",1994,-999,0,NA
"SZ",1995,-999,0,NA
"SZ",1996,-999,0,NA
"SZ",1997,-999,0,NA
"SZ",1998,-999,0,NA
"SZ",1999,-999,0,NA
"SZ",2000,-999,0,NA
"SZ",2001,-999,0,NA
"SZ",2002,-999,0,NA
"SZ",2003,-999,0,NA
"SZ",2004,-999,0,NA
"SZ",2005,-999,0,NA
"SZ",2006,-999,0,NA
"SZ",2007,-999,0,NA
"SZ",2008,-999,0,NA
"SZ",2009,-999,0,NA
"SZ",2010,-999,0,NA
"SZ",2011,-999,0,NA
"SZ",2012,-999,0,NA
"SY",1975,3,NA,"Not Election Year"
"SY",1976,2,0,"Not Election Year"
"SY",1977,1,0,"Not Election Year"
"SY",1978,0,0,"Election Year"
"SY",1979,6,0,"Not Election Year"
"SY",1980,5,0,"Not Election Year"
"SY",1981,4,0,"Not Election Year"
"SY",1982,3,0,"Not Election Year"
"SY",1983,2,0,"Not Election Year"
"SY",1984,1,0,"Not Election Year"
"SY",1985,0,0,"Election Year"
"SY",1986,6,0,"Not Election Year"
"SY",1987,5,0,"Not Election Year"
"SY",1988,4,0,"Not Election Year"
"SY",1989,3,0,"Not Election Year"
"SY",1990,2,0,"Not Election Year"
"SY",1991,0,0,"Election Year"
"SY",1992,6,0,"Not Election Year"
"SY",1993,5,0,"Not Election Year"
"SY",1994,4,0,"Not Election Year"
"SY",1995,3,0,"Not Election Year"
"SY",1996,2,0,"Not Election Year"
"SY",1997,1,0,"Not Election Year"
"SY",1998,0,0,"Election Year"
"SY",1999,6,0,"Not Election Year"
"SY",2000,5,0,"Not Election Year"
"SY",2001,6,0.333333343267441,"Not Election Year"
"SY",2002,5,0,"Not Election Year"
"SY",2003,4,0,"Not Election Year"
"SY",2004,3,0,"Not Election Year"
"SY",2005,2,0,"Not Election Year"
"SY",2006,1,0,"Not Election Year"
"SY",2007,0,0,"Election Year"
"SY",2008,6,0,"Not Election Year"
"SY",2009,5,0,"Not Election Year"
"SY",2010,4,0,"Not Election Year"
"SY",2011,3,0,"Not Election Year"
"SY",2012,2,0,"Not Election Year"
"TD",1975,-999,NA,NA
"TD",1976,-999,1,NA
"TD",1977,-999,0,NA
"TD",1978,-999,0,NA
"TD",1979,-999,0,NA
"TD",1980,-999,1,NA
"TD",1981,-999,0,NA
"TD",1982,-999,0,NA
"TD",1983,-999,1,NA
"TD",1984,-999,0,NA
"TD",1985,-999,0,NA
"TD",1986,-999,0,NA
"TD",1987,-999,0,NA
"TD",1988,-999,0,NA
"TD",1989,-999,0,NA
"TD",1990,-999,0,NA
"TD",1991,-999,1,NA
"TD",1992,-999,0,NA
"TD",1993,-999,0,NA
"TD",1994,-999,0,NA
"TD",1995,-999,0,NA
"TD",1996,0,0,"Election Year"
"TD",1997,4,0,"Not Election Year"
"TD",1998,3,0,"Not Election Year"
"TD",1999,2,0,"Not Election Year"
"TD",2000,1,0,"Not Election Year"
"TD",2001,0,0,"Election Year"
"TD",2002,4,0,"Not Election Year"
"TD",2003,3,0,"Not Election Year"
"TD",2004,2,0,"Not Election Year"
"TD",2005,1,0,"Not Election Year"
"TD",2006,0,0,"Election Year"
"TD",2007,4,0,"Not Election Year"
"TD",2008,3,0,"Not Election Year"
"TD",2009,2,0,"Not Election Year"
"TD",2010,1,0,"Not Election Year"
"TD",2011,0,0,"Election Year"
"TD",2012,4,0,"Not Election Year"
"TG",1975,-999,NA,NA
"TG",1976,-999,0,NA
"TG",1977,-999,0,NA
"TG",1978,-999,0,NA
"TG",1979,0,0,"Election Year"
"TG",1980,6,0,"Not Election Year"
"TG",1981,5,0,"Not Election Year"
"TG",1982,4,0,"Not Election Year"
"TG",1983,3,0,"Not Election Year"
"TG",1984,2,0,"Not Election Year"
"TG",1985,1,0,"Not Election Year"
"TG",1986,0,0,"Election Year"
"TG",1987,6,0,"Not Election Year"
"TG",1988,5,0,"Not Election Year"
"TG",1989,4,0,"Not Election Year"
"TG",1990,3,0,"Not Election Year"
"TG",1991,2,0,"Not Election Year"
"TG",1992,-999,1,NA
"TG",1993,-999,0,NA
"TG",1994,-999,1,NA
"TG",1995,4,0,"Not Election Year"
"TG",1996,3,0,"Not Election Year"
"TG",1997,2,0,"Not Election Year"
"TG",1998,1,0,"Not Election Year"
"TG",1999,0,0,"Election Year"
"TG",2000,4,0,"Not Election Year"
"TG",2001,3,0,"Not Election Year"
"TG",2002,2,0,"Not Election Year"
"TG",2003,1,0,"Not Election Year"
"TG",2004,0,0,"Election Year"
"TG",2005,4,0,"Not Election Year"
"TG",2006,4,0.333333343267441,"Not Election Year"
"TG",2007,3,0,"Not Election Year"
"TG",2008,2,0.666666686534882,"Not Election Year"
"TG",2009,1,0,"Not Election Year"
"TG",2010,0,0,"Election Year"
"TG",2011,4,0,"Not Election Year"
"TG",2012,3,0,"Not Election Year"
"TH",1975,0,NA,"Election Year"
"TH",1976,3,1,"Not Election Year"
"TH",1977,-999,NA,NA
"TH",1978,-999,1,NA
"TH",1979,-999,0,NA
"TH",1980,3,0,"Not Election Year"
"TH",1981,2,0.333333343267441,"Not Election Year"
"TH",1982,1,0,"Not Election Year"
"TH",1983,0,0,"Election Year"
"TH",1984,3,0.333333343267441,"Not Election Year"
"TH",1985,2,0,"Not Election Year"
"TH",1986,1,0,"Not Election Year"
"TH",1987,0,0.333333343267441,"Election Year"
"TH",1988,3,0,"Not Election Year"
"TH",1989,2,0.25,"Not Election Year"
"TH",1990,1,0,"Not Election Year"
"TH",1991,0,0,"Election Year"
"TH",1992,-999,1,NA
"TH",1993,3,1,"Not Election Year"
"TH",1994,2,0,"Not Election Year"
"TH",1995,1,0,"Not Election Year"
"TH",1996,0,0.5,"Election Year"
"TH",1997,3,0.75,"Not Election Year"
"TH",1998,2,0.25,"Not Election Year"
"TH",1999,1,0,"Not Election Year"
"TH",2000,0,0,"Election Year"
"TH",2001,3,0.75,"Not Election Year"
"TH",2002,2,0,"Not Election Year"
"TH",2003,1,0,"Not Election Year"
"TH",2004,0,0,"Election Year"
"TH",2005,3,0,"Not Election Year"
"TH",2006,2,0.5,"Not Election Year"
"TH",2007,-999,-999,NA
"TH",2008,0,1,"Election Year"
"TH",2009,3,0.25,"Not Election Year"
"TH",2010,2,0,"Not Election Year"
"TH",2011,1,0,"Not Election Year"
"TH",2012,3,0.75,"Not Election Year"
"TJ",1975,-999,NA,NA
"TJ",1976,-999,-999,NA
"TJ",1977,-999,-999,NA
"TJ",1978,-999,-999,NA
"TJ",1979,-999,-999,NA
"TJ",1980,-999,-999,NA
"TJ",1981,-999,-999,NA
"TJ",1982,-999,-999,NA
"TJ",1983,-999,-999,NA
"TJ",1984,-999,-999,NA
"TJ",1985,-999,-999,NA
"TJ",1986,-999,-999,NA
"TJ",1987,-999,-999,NA
"TJ",1988,-999,-999,NA
"TJ",1989,-999,-999,NA
"TJ",1990,-999,-999,NA
"TJ",1991,-999,-999,NA
"TJ",1992,NA,-999,NA
"TJ",1993,NA,-999,NA
"TJ",1994,0,-999,"Election Year"
"TJ",1995,4,-999,"Not Election Year"
"TJ",1996,3,0,"Not Election Year"
"TJ",1997,2,0,"Not Election Year"
"TJ",1998,1,0,"Not Election Year"
"TJ",1999,0,0,"Election Year"
"TJ",2000,6,0,"Not Election Year"
"TJ",2001,5,0,"Not Election Year"
"TJ",2002,4,0,"Not Election Year"
"TJ",2003,3,0,"Not Election Year"
"TJ",2004,2,0,"Not Election Year"
"TJ",2005,1,0,"Not Election Year"
"TJ",2006,0,0.5,"Election Year"
"TJ",2007,6,0,"Not Election Year"
"TJ",2008,5,0,"Not Election Year"
"TJ",2009,4,0,"Not Election Year"
