"iso2c","country","year","RR_Independence","RR_CurrencyCrisis","RR_InflationCrisis","RR_StockMarketCrash","RR_SovDebtCrisisDom","RR_SovDebtCrisisExt","RR_BankingCrisis","RR_YearlyCrisisTally"
"AO","Angola",1800,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1801,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1802,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1803,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1804,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1805,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1806,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1807,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1808,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1809,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1810,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1811,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1812,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1813,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1814,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1815,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1816,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1817,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1818,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1819,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1820,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1821,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1822,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1823,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1824,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1825,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1826,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1827,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1828,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1829,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1830,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1831,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1832,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1833,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1834,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1835,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1836,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1837,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1838,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1839,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1840,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1841,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1842,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1843,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1844,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1845,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1846,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1847,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1848,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1849,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1850,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1851,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1852,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1853,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1854,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1855,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1856,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1857,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1858,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1859,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1860,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1861,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1862,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1863,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1864,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1865,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1866,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1867,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1868,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1869,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1870,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1871,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1872,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1873,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1874,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1875,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1876,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1877,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1878,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1879,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1880,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1881,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1882,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1883,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1884,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1885,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1886,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1887,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1888,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1889,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1890,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1891,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1892,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1893,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1894,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1895,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1896,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1897,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1898,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1899,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1900,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1901,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1902,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1903,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1904,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1905,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1906,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1907,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1908,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1909,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1910,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1911,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1912,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1913,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1914,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1915,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1916,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1917,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1918,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1919,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1920,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1921,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1922,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1923,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1924,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1925,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1926,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1927,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1928,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1929,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1930,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1931,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1932,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1933,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1934,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1935,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1936,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1937,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1938,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1939,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1940,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1941,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1942,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1943,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1944,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1945,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1946,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1947,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1948,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1949,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1950,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1951,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1952,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1953,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1954,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1955,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1956,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1957,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1958,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1959,"0","1","0",NA,"0","0","0","1"
"AO","Angola",1960,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1961,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1962,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1963,"0","1","1",NA,"0","0","0","2"
"AO","Angola",1964,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1965,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1966,"0","1","1",NA,"0","0","0","2"
"AO","Angola",1967,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1968,"0","1","1",NA,"0","0","0","2"
"AO","Angola",1969,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1970,"0","1","0",NA,"0","0","0","1"
"AO","Angola",1971,"0","0","0",NA,"0","0","0","0"
"AO","Angola",1972,"0","1","0",NA,"0","0","0","1"
"AO","Angola",1973,"0","1","0",NA,"0","0","0","1"
"AO","Angola",1974,"0","0","1",NA,"0","0","0","1"
"AO","Angola",1975,"1","0","1",NA,"0","0","0","1"
"AO","Angola",1976,"1","0","1",NA,"1","0","0","2"
"AO","Angola",1977,"1","0","1",NA,"0","0","0","1"
"AO","Angola",1978,"1","0","1",NA,"0","0","0","1"
"AO","Angola",1979,"1","0","1",NA,"0","0","0","1"
"AO","Angola",1980,"1","0","1",NA,"0","0","0","1"
"AO","Angola",1981,"1","0","0",NA,"0","0","0","0"
"AO","Angola",1982,"1","0","0",NA,"0","0","0","0"
"AO","Angola",1983,"1","0","0",NA,"0","0","0","0"
"AO","Angola",1984,"1","0","0",NA,"0","0","0","0"
"AO","Angola",1985,"1","0","0",NA,"0","1","0","1"
"AO","Angola",1986,"1","0","0",NA,"0","1","0","1"
"AO","Angola",1987,"1","0","0",NA,"0","1","0","1"
"AO","Angola",1988,"1","0","0",NA,"0","1","0","1"
"AO","Angola",1989,"1","0","0",NA,"0","1","0","1"
"AO","Angola",1990,"1","0","0",NA,"0","1","0","1"
"AO","Angola",1991,"1","1","1",NA,"0","1","0","3"
"AO","Angola",1992,"1","1","1",NA,"1","1","1","5"
"AO","Angola",1993,"1","1","1",NA,"1","1","1","5"
"AO","Angola",1994,"1","1","1",NA,"1","1","1","5"
"AO","Angola",1995,"1","2","1",NA,"1","1","1","6"
"AO","Angola",1996,"1","1","1",NA,"1","1","1","5"
"AO","Angola",1997,"1","1","1",NA,"1","1","1","5"
"AO","Angola",1998,"1","1","1",NA,"1","1","1","5"
"AO","Angola",1999,"1","2","1",NA,"1","1","0","5"
"AO","Angola",2000,"1","1","1",NA,"1","1","0","4"
"AO","Angola",2001,"1","1","1",NA,"1","1","0","4"
"AO","Angola",2002,"1","1","1",NA,"1","1","0","4"
"AO","Angola",2003,"1","1","1",NA,"0","1","0","3"
"AO","Angola",2004,"1","1","1",NA,"0","0","0","2"
"AO","Angola",2005,"1","1","1",NA,"0","0","0","2"
"AO","Angola",2006,"1","0","0",NA,"0","0","0","0"
"AO","Angola",2007,"1","0","0",NA,"0","0","0","0"
"AO","Angola",2008,"1","0","0",NA,"0","0","0","0"
"AO","Angola",2009,"1","1","0",NA,"0","0","0","1"
"AO","Angola",2010,"1","1","0",NA,"0","0","0","1"
"AR","Argentina",1800,"0","0","0","0","0","0","0","0"
"AR","Argentina",1801,"0","0","0","0","0","0","0","0"
"AR","Argentina",1802,"0","0","0","0","0","0","0","0"
"AR","Argentina",1803,"0","0","1","0","0","0","0","1"
"AR","Argentina",1804,"0","0","0","0","0","0","0","0"
"AR","Argentina",1805,"0","0","0","0","0","0","0","0"
"AR","Argentina",1806,"0","0","0","0","0","0","0","0"
"AR","Argentina",1807,"0","0","0","0","0","0","0","0"
"AR","Argentina",1808,"0","0","0","0","0","0","0","0"
"AR","Argentina",1809,"0","0","0","0","0","0","0","0"
"AR","Argentina",1810,"0","0","0","0","0","0","0","0"
"AR","Argentina",1811,"0","0","0","0","0","0","0","0"
"AR","Argentina",1812,"0","0","0","0","0","0","0","0"
"AR","Argentina",1813,"0","0","0","0","0","0","0","0"
"AR","Argentina",1814,"0","0","0","0","0","0","0","0"
"AR","Argentina",1815,"0","0","1","0","0","0","0","1"
"AR","Argentina",1816,"1","0","0","0","0","0","0","0"
"AR","Argentina",1817,"1","0","0","0","0","0","0","0"
"AR","Argentina",1818,"1","0","0","0","0","0","0","0"
"AR","Argentina",1819,"1","0","0","0","0","0","0","0"
"AR","Argentina",1820,"1","0","0","0","0","0","0","0"
"AR","Argentina",1821,"1","0","0","0","0","0","0","0"
"AR","Argentina",1822,"1","0","0","0","0","0","0","0"
"AR","Argentina",1823,"1","0","0","0","0","0","0","0"
"AR","Argentina",1824,"1","0","0","0","0","0","0","0"
"AR","Argentina",1825,"1","0","0","0","0","0","0","0"
"AR","Argentina",1826,"1","0","0","0","0","0","0","0"
"AR","Argentina",1827,"1","0","0","0","0","1","0","1"
"AR","Argentina",1828,"1","0","0","0","0","1","0","1"
"AR","Argentina",1829,"1","0","0","0","0","1","0","1"
"AR","Argentina",1830,"1","0","0","0","0","1","0","1"
"AR","Argentina",1831,"1","0","0","0","0","1","0","1"
"AR","Argentina",1832,"1","0","0","0","0","1","0","1"
"AR","Argentina",1833,"1","0","1","0","0","1","0","2"
"AR","Argentina",1834,"1","0","0","0","0","1","0","1"
"AR","Argentina",1835,"1","0","0","0","0","1","0","1"
"AR","Argentina",1836,"1","0","0","0","0","1","0","1"
"AR","Argentina",1837,"1","0","0","0","0","1","0","1"
"AR","Argentina",1838,"1","0","1","0","0","1","0","2"
"AR","Argentina",1839,"1","0","0","0","0","1","0","1"
"AR","Argentina",1840,"1","0","0","0","0","1","0","1"
"AR","Argentina",1841,"1","0","1","0","0","1","0","2"
"AR","Argentina",1842,"1","0","1","0","0","1","0","2"
"AR","Argentina",1843,"1","0","0","0","0","1","0","1"
"AR","Argentina",1844,"1","0","0","0","0","1","0","1"
"AR","Argentina",1845,"1","0","0","0","0","1","0","1"
"AR","Argentina",1846,"1","0","0","0","0","1","0","1"
"AR","Argentina",1847,"1","0","1","0","0","1","0","2"
"AR","Argentina",1848,"1","0","0","0","0","1","0","1"
"AR","Argentina",1849,"1","0","0","0","0","1","0","1"
"AR","Argentina",1850,"1","0","0","0","0","1","0","1"
"AR","Argentina",1851,"1","0","1","0","0","1","0","2"
"AR","Argentina",1852,"1","0","1","0","0","1","0","2"
"AR","Argentina",1853,"1","0","1","0","0","1","0","2"
"AR","Argentina",1854,"1","0","1","0","0","1","0","2"
"AR","Argentina",1855,"1","0","0","0","0","1","0","1"
"AR","Argentina",1856,"1","0","0","0","0","1","0","1"
"AR","Argentina",1857,"1","0","0","0","0","1","0","1"
"AR","Argentina",1858,"1","0","0","0","0","0","0","0"
"AR","Argentina",1859,"1","0","0","0","0","0","0","0"
"AR","Argentina",1860,"1","0","0","0","0","0","0","0"
"AR","Argentina",1861,"1","0","0","0","0","0","0","0"
"AR","Argentina",1862,"1","0","0","0","0","0","0","0"
"AR","Argentina",1863,"1","0","0","0","0","0","0","0"
"AR","Argentina",1864,"1","0","0","0","0","0","0","0"
"AR","Argentina",1865,"1","0","0","0","0","0","0","0"
"AR","Argentina",1866,"1","0","0","0","0","0","0","0"
"AR","Argentina",1867,"1","0","0","0","0","0","0","0"
"AR","Argentina",1868,"1","0","0","0","0","0","0","0"
"AR","Argentina",1869,"1","0","0","0","0","0","0","0"
"AR","Argentina",1870,"1","0","0","0","0","0","0","0"
"AR","Argentina",1871,"1","0","0","0","0","0","0","0"
"AR","Argentina",1872,"1","0","0","0","0","0","0","0"
"AR","Argentina",1873,"1","0","0","0","0","0","0","0"
"AR","Argentina",1874,"1","0","0","0","0","0","0","0"
"AR","Argentina",1875,"1","0","0","0","0","0","0","0"
"AR","Argentina",1876,"1","0","0","0","0","0","0","0"
"AR","Argentina",1877,"1","0","0","0","0","0","0","0"
"AR","Argentina",1878,"1","0","0","0","0","0","0","0"
"AR","Argentina",1879,"1","0","0","0","0","0","0","0"
"AR","Argentina",1880,"1","0","0","0","0","0","0","0"
"AR","Argentina",1881,"1","0","0","0","0","0","0","0"
"AR","Argentina",1882,"1","0","0","0","0","0","0","0"
"AR","Argentina",1883,"1","0","0","0","0","0","0","0"
"AR","Argentina",1884,"1","0","0","0","0","0","0","0"
"AR","Argentina",1885,"1","1","1","0","0","0","0","2"
"AR","Argentina",1886,"1","0","0","0","0","0","0","0"
"AR","Argentina",1887,"1","0","0","0","0","0","0","0"
"AR","Argentina",1888,"1","0","0","0","0","0","0","0"
"AR","Argentina",1889,"1","1","0","0","0","0","0","1"
"AR","Argentina",1890,"1","1","1","0","1","1","1","5"
"AR","Argentina",1891,"1","1","0","0","1","1","1","4"
"AR","Argentina",1892,"1","0","0","0","1","1","0","2"
"AR","Argentina",1893,"1","0","0","0","1","1","0","2"
"AR","Argentina",1894,"1","0","0","0","0","0","0","0"
"AR","Argentina",1895,"1","0","0","0","0","0","0","0"
"AR","Argentina",1896,"1","0","0","0","0","0","0","0"
"AR","Argentina",1897,"1","0","0","0","0","0","0","0"
"AR","Argentina",1898,"1","0","0","0","0","0","0","0"
"AR","Argentina",1899,"1","0","0","0","0","0","0","0"
"AR","Argentina",1900,"1","0","0","0","0","0","0","0"
"AR","Argentina",1901,"1","0","0","0","0","0","0","0"
"AR","Argentina",1902,"1","0","0","0","0","0","0","0"
"AR","Argentina",1903,"1","0","0","0","0","0","0","0"
"AR","Argentina",1904,"1","0","0","0","0","0","0","0"
"AR","Argentina",1905,"1","0","0","0","0","0","0","0"
"AR","Argentina",1906,"1","0","0","0","0","0","0","0"
"AR","Argentina",1907,"1","0","0","0","0","0","0","0"
"AR","Argentina",1908,"1","0","0","0","0","0","0","0"
"AR","Argentina",1909,"1","0","0","0","0","0","0","0"
"AR","Argentina",1910,"1","0","0","0","0","0","0","0"
"AR","Argentina",1911,"1","0","0","0","0","0","0","0"
"AR","Argentina",1912,"1","0","0","0","0","0","0","0"
"AR","Argentina",1913,"1","0","0","0","0","0","0","0"
"AR","Argentina",1914,"1","0","0","0","0","0","1","1"
"AR","Argentina",1915,"1","0","0","0","0","0","0","0"
"AR","Argentina",1916,"1","0","0","0","0","0","0","0"
"AR","Argentina",1917,"1","0","0","0","0","0","0","0"
"AR","Argentina",1918,"1","0","1","0","0","0","0","1"
"AR","Argentina",1919,"1","0","0","0","0","0","0","0"
"AR","Argentina",1920,"1","1","0","0","0","0","0","1"
"AR","Argentina",1921,"1","0","0","0","0","0","0","0"
"AR","Argentina",1922,"1","0","0","0","0","0","0","0"
"AR","Argentina",1923,"1","1","0","0","0","0","0","1"
"AR","Argentina",1924,"1","0","0","0","0","0","0","0"
"AR","Argentina",1925,"1","0","0","0","0","0","0","0"
"AR","Argentina",1926,"1","0","0","0","0","0","0","0"
"AR","Argentina",1927,"1","0","0","0","0","0","0","0"
"AR","Argentina",1928,"1","0","0","0","0","0","0","0"
"AR","Argentina",1929,"1","0","0","0","0","0","0","0"
"AR","Argentina",1930,"1","1","0","0","0","0","0","1"
"AR","Argentina",1931,"1","1","0","0","0","0","1","2"
"AR","Argentina",1932,"1","0","0","0","0","0","0","0"
"AR","Argentina",1933,"1","1","0","0","0","0","0","1"
"AR","Argentina",1934,"1","0","0","0","0","0","1","1"
"AR","Argentina",1935,"1","0","0","0","0","0","0","0"
"AR","Argentina",1936,"1","0","0","0","0","0","0","0"
"AR","Argentina",1937,"1","0","0","0","0","0","0","0"
"AR","Argentina",1938,"1","0","0","0","0","0","0","0"
"AR","Argentina",1939,"1","0","0","0","0","0","0","0"
"AR","Argentina",1940,"1","0","0","0","0","0","0","0"
"AR","Argentina",1941,"1","1","0","0","0","0","0","1"
"AR","Argentina",1942,"1","0","0","0","0","0","0","0"
"AR","Argentina",1943,"1","0","0","0","0","0","0","0"
"AR","Argentina",1944,"1","0","0","0","0","0","0","0"
"AR","Argentina",1945,"1","0","0","0","0","0","0","0"
"AR","Argentina",1946,"1","1","0","0","0","0","0","1"
"AR","Argentina",1947,"1","0","0","0","0","0","0","0"
"AR","Argentina",1948,"1","1","0","0","0","0","0","1"
"AR","Argentina",1949,"1","1","1","1","0","0","0","3"
"AR","Argentina",1950,"1","0","1","1","0","0","0","2"
"AR","Argentina",1951,"1","1","1","1","0","1","0","4"
"AR","Argentina",1952,"1","0","0","1","0","0","0","1"
"AR","Argentina",1953,"1","0","0","0","0","0","0","0"
"AR","Argentina",1954,"1","1","0","0","0","0","0","1"
"AR","Argentina",1955,"1","1","0","1","0","0","0","2"
"AR","Argentina",1956,"1","0","0","1","0","1","0","2"
"AR","Argentina",1957,"1","0","1","1","0","1","0","3"
"AR","Argentina",1958,"1","1","1","0","0","1","0","3"
"AR","Argentina",1959,"1","1","1","0","0","1","0","3"
"AR","Argentina",1960,"1","0","0","0","0","1","0","1"
"AR","Argentina",1961,"1","0","0","0","0","1","0","1"
"AR","Argentina",1962,"1","1","1","0","0","1","0","3"
"AR","Argentina",1963,"1","0","0","0","0","1","0","1"
"AR","Argentina",1964,"1","1","1","0","0","1","0","3"
"AR","Argentina",1965,"1","1","1","0","0","1","0","3"
"AR","Argentina",1966,"1","0","1","0","0","0","0","1"
"AR","Argentina",1967,"1","1","1","0","0","0","0","2"
"AR","Argentina",1968,"1","0","0","0","0","0","0","0"
"AR","Argentina",1969,"1","1","0","0","0","0","0","1"
"AR","Argentina",1970,"1","1","0","1","0","0","0","2"
"AR","Argentina",1971,"1","1","1","1","0","0","0","3"
"AR","Argentina",1972,"1","0","1","1","0","0","0","2"
"AR","Argentina",1973,"1","0","1","1","0","0","0","2"
"AR","Argentina",1974,"1","1","1","0","0","0","0","2"
"AR","Argentina",1975,"1","1","1","1","0","0","0","3"
"AR","Argentina",1976,"1","1","1","0","0","0","0","2"
"AR","Argentina",1977,"1","1","1","1","0","0","0","3"
"AR","Argentina",1978,"1","1","1","0","0","0","0","2"
"AR","Argentina",1979,"1","1","1","0","0","0","0","2"
"AR","Argentina",1980,"1","1","1","1","0","0","1","4"
"AR","Argentina",1981,"1","1","1","1","0","0","1","4"
"AR","Argentina",1982,"1","1","1","0","1","1","1","5"
"AR","Argentina",1983,"1","2","1","1","0","1","0","5"
"AR","Argentina",1984,"1","1","1","1","0","1","0","4"
"AR","Argentina",1985,"1","2","1","0","0","1","0","4"
"AR","Argentina",1986,"1","1","1","1","0","1","0","4"
"AR","Argentina",1987,"1","1","1","1","0","1","0","4"
"AR","Argentina",1988,"1","1","1","1","0","1","0","4"
"AR","Argentina",1989,"1","1","1","0","1","1","1","5"
"AR","Argentina",1990,"1","1","1","1","1","1","1","6"
"AR","Argentina",1991,"1","1","1","0","0","1","0","3"
"AR","Argentina",1992,"1","1","1","1","0","1","0","4"
"AR","Argentina",1993,"1","0","0","0","0","1","0","1"
"AR","Argentina",1994,"1","0","0","1","0","0","0","1"
"AR","Argentina",1995,"1","0","0","0","0","0","1","1"
"AR","Argentina",1996,"1","0","0","0","0","0","1","1"
"AR","Argentina",1997,"1","0","0","0","0","0","0","0"
"AR","Argentina",1998,"1","0","0","1","0","0","0","1"
"AR","Argentina",1999,"1","0","0","0","0","0","0","0"
"AR","Argentina",2000,"1","0","0","1","0","0","0","1"
"AR","Argentina",2001,"1","0","0","1","1","1","1","4"
"AR","Argentina",2002,"1","1","1","0","1","1","1","5"
"AR","Argentina",2003,"1","0","0","0","1","1","1","3"
"AR","Argentina",2004,"1","0","0","0","1","1","0","2"
"AR","Argentina",2005,"1","0","0","0","1","1","0","2"
"AR","Argentina",2006,"1","0","1","0","0","0","0","1"
"AR","Argentina",2007,"1","0","1","1","1","0","0","3"
"AR","Argentina",2008,"1","0","0","1","1","0","0","2"
"AR","Argentina",2009,"1","0","0","0","1","0","0","1"
"AR","Argentina",2010,"1","0","0","0","1","0","0","1"
"AT","Austria",1800,"1","1","0","0","0","0","0","1"
"AT","Austria",1801,"1","1","1","0","0","0","0","2"
"AT","Austria",1802,"1","0","0","0","0","1","0","1"
"AT","Austria",1803,"1","0","0","0","0","1","0","1"
"AT","Austria",1804,"1","1","0","0","0","1","0","2"
"AT","Austria",1805,"1","0","1","0","0","1","0","2"
"AT","Austria",1806,"1","0","0","0","0","1","0","1"
"AT","Austria",1807,"1","1","0","0","0","1","0","2"
"AT","Austria",1808,"1","1","0","0","0","1","0","2"
"AT","Austria",1809,"1","1","1","0","0","1","0","3"
"AT","Austria",1810,"1","1","0","0","0","1","0","2"
"AT","Austria",1811,"1","1","1","0","0","1","0","3"
"AT","Austria",1812,"1","1","0","0","0","1","0","2"
"AT","Austria",1813,"1","0","0","0","0","1","0","1"
"AT","Austria",1814,"1","0","1","0","0","1","0","2"
"AT","Austria",1815,"1","1","1","0","0","1","0","3"
"AT","Austria",1816,"1","1","1","0","0","1","0","3"
"AT","Austria",1817,"1","1","0","0","0","0","0","1"
"AT","Austria",1818,"1","0","0","0","0","0","0","0"
"AT","Austria",1819,"1","0","0","0","0","0","0","0"
"AT","Austria",1820,"1","0","0","0","0","0","0","0"
"AT","Austria",1821,"1","0","1","0","0","0","0","1"
"AT","Austria",1822,"1","0","0","0","0","0","0","0"
"AT","Austria",1823,"1","0","0","0","0","0","0","0"
"AT","Austria",1824,"1","0","0","0","0","0","0","0"
"AT","Austria",1825,"1","0","0","0","0","0","0","0"
"AT","Austria",1826,"1","0","0","0","0","0","0","0"
"AT","Austria",1827,"1","0","1","0","0","0","0","1"
"AT","Austria",1828,"1","0","1","0","0","0","0","1"
"AT","Austria",1829,"1","0","0","0","0","0","0","0"
"AT","Austria",1830,"1","0","0","0","0","0","0","0"
"AT","Austria",1831,"1","0","0","0","0","0","0","0"
"AT","Austria",1832,"1","0","0","0","0","0","0","0"
"AT","Austria",1833,"1","0","0","0","0","0","0","0"
"AT","Austria",1834,"1","0","0","0","0","0","0","0"
